country/area,project-name,unit-name,project-name-in-local-language-/-script,unit-capacity-(mw),status,start-year,retired-year,operator,owner,lat,lng,location-accuracy,city,state/province,region,gem-unit-id,gem-location-id,url,technology
United States,Salt Cove geothermal power plant,1,,20.0,pre-construction,2026,,400C Energy,400C Energy,38.47721618,-112.8712125,approximate,,,Americas,G100001050739,L100001045137,https://www.gem.wiki/Salt_Cove_geothermal_power_plant,enhanced geothermal systems (EGS)
United States,Salt Cove geothermal power plant,future units,,80.0,announced,,,400C Energy,400C Energy,38.47721618,-112.8712125,approximate,,,Americas,G100001050741,L100001045137,https://www.gem.wiki/Salt_Cove_geothermal_power_plant,enhanced geothermal systems (EGS)
United States,Salton Sea geothermal plant,2.1,,12.0,operating,1990,,,CalEnergy Operating Corp [100%],33.1589,-115.6455,exact,,California,Americas,G100000700529,L100000700153,https://www.gem.wiki/Salton_Sea_geothermal_plant,unknown type
United States,Salton Sea geothermal plant,2.2,,5.0,operating,1990,,,CalEnergy Operating Corp [100%],33.1589,-115.6455,exact,,California,Americas,G100000700530,L100000700153,https://www.gem.wiki/Salton_Sea_geothermal_plant,unknown type
United States,Salton Sea geothermal plant,2.3,,4.0,operating,1990,,,CalEnergy Operating Corp [100%],33.1589,-115.6455,exact,,California,Americas,G100000700531,L100000700153,https://www.gem.wiki/Salton_Sea_geothermal_plant,unknown type
United States,Salton Sea geothermal plant,3,,54.0,operating,1989,,CalEnergy Operating,CalEnergy Operating Corp [100%],33.1582,-115.6387,exact,,California,Americas,G100000700249,L100000700153,https://www.gem.wiki/Salton_Sea_geothermal_plant,flash steam - double
United States,Salton Sea geothermal plant,4,,48.0,operating,1996,,CalEnergy Operating,CalEnergy Operating Corp [100%],33.157,-115.6386,exact,,California,Americas,G100000700250,L100000700153,https://www.gem.wiki/Salton_Sea_geothermal_plant,flash steam - double
United States,Salton Sea geothermal plant,5,,58.0,operating,2000,,CalEnergy Operating,CalEnergy Operating Corp [100%],33.1533,-115.6384,exact,,California,Americas,G100000700251,L100000700153,https://www.gem.wiki/Salton_Sea_geothermal_plant,flash steam - double
United States,Salton Sea geothermal plant,"EE11, 1",,10.0,operating,1982,,,CalEnergy Operating Corp [100%],33.158,-115.6475,exact,,California,Americas,G100000700528,L100000700153,https://www.gem.wiki/Salton_Sea_geothermal_plant,unknown type
United States,Salt Wells geothermal power plant,101,,12.0,operating,2009,,,Ormat Technology Inc,39.2944,-118.5725,exact,,Nevada,Americas,G100000700482,L100000700266,https://www.gem.wiki/Salt_Wells_geothermal_power_plant,binary cycle
United States,Salt Wells geothermal power plant,201,,12.0,operating,2009,,,Ormat Technology Inc,39.2944,-118.5725,exact,,Nevada,Americas,G100000700483,L100000700266,https://www.gem.wiki/Salt_Wells_geothermal_power_plant,binary cycle
United States,San Emidio geothermal power plant,SE-U1,,12.0,operating,2012,,,USG Nevada LLC [100%],40.3806,-119.3997,exact,,Nevada,Americas,G100000700532,L100000700286,https://www.gem.wiki/San_Emidio_geothermal_power_plant,unknown type
Nicaragua,San Jacinto - Tizate geothermal power plant,1,"Planta Geotérmica San Jacinto-Tizate, Central geotérmica San Jacinto - Tizate",36.0,operating,2013,,Polaris Energy Nicaragua,Polaris Energy Nicaragua [100%],12.6088,-86.773,exact,,Leon,Americas,G100000700252,L100000700154,https://www.gem.wiki/San_Jacinto_-_Tizate_geothermal_power_plant,flash steam - single
Nicaragua,San Jacinto - Tizate geothermal power plant,2,"Planta Geotérmica San Jacinto-Tizate, Central geotérmica San Jacinto - Tizate",36.0,operating,2013,,Polaris Energy Nicaragua,Polaris Energy Nicaragua [100%],12.6088,-86.773,exact,,Leon,Americas,G100000700253,L100000700154,https://www.gem.wiki/San_Jacinto_-_Tizate_geothermal_power_plant,flash steam - single
Nicaragua,San Jacinto - Tizate geothermal power plant,Binary,"Planta Geotérmica San Jacinto-Tizate, Central geotérmica San Jacinto - Tizate",10.4,operating,2023,,,,12.6088,-86.773,exact,,Leon,Americas,G100001048522,L100000700154,https://www.gem.wiki/San_Jacinto_-_Tizate_geothermal_power_plant,binary cycle
El Salvador,San Vicente geothermal power plant,1,Central geotérmica San Vicente,10.0,construction,2025,,LaGeo,LaGeo [100%],13.6419,-88.7825,approximate,,San Vicente,Americas,G100000700254,L100000700155,https://www.gem.wiki/San_Vicente_geothermal_power_plant,unknown type
El Salvador,San Vicente geothermal power plant,2,Central geotérmica San Vicente,17.0,construction,2026,,,,13.6419,-88.7825,approximate,,,Americas,G100000700335,L100000700155,https://www.gem.wiki/San_Vicente_geothermal_power_plant,unknown type
Türkiye,Sarı Zeybek geothermal power plant,--,Sarı Zeybek Jeotermal Enerji Santrali,54.0,shelved,,,,Güriş Holding AS [100%],37.8472,27.8337,approximate,,Aydın,Asia,G100000700255,L100000700156,https://www.gem.wiki/Sarı_Zeybek_geothermal_power_plant,unknown type
Indonesia,Sarulla 2 geothermal power plant,--,,50.0,announced,,,,,1.8202,99.0885,approximate,,,Asia,G100001030454,L100001025662,https://www.gem.wiki/Sarulla_2_geothermal_power_plant,unknown type
Indonesia,Sarulla geothermal power plant,NIL-1,,110.0,operating,2017,,Sarulla Operations,Sarulla Operations Ltd [100%],1.8202,99.0885,exact,,North Sumatra,Asia,G100000700256,L100000700157,https://www.gem.wiki/Sarulla_geothermal_power_plant,unknown type
Indonesia,Sarulla geothermal power plant,NIL-2,,110.0,operating,2017,,Sarulla Operations,Sarulla Operations Ltd [100%],1.8202,99.0885,exact,,North Sumatra,Asia,G100000700257,L100000700157,https://www.gem.wiki/Sarulla_geothermal_power_plant,unknown type
Indonesia,Sarulla geothermal power plant,SIL-3,,110.0,operating,2018,,Sarulla Operations,Sarulla Operations Ltd [100%],1.8202,99.0885,exact,,North Sumatra,Asia,G100000700258,L100000700157,https://www.gem.wiki/Sarulla_geothermal_power_plant,unknown type
Italy,Sasso 2 geothermal power plant,--,Centrale Vapore Sasso Pisano,20.0,operating,2009,,,,43.17536,10.8539,approximate,,,Europe,G100001048320,L100001042939,https://www.gem.wiki/Sasso_2_geothermal_power_plant,dry steam
United States,Second Imperial geothermal power plant,GEN13,,16.0,operating,2006,,,ORCAL Geothermal Inc [100%],32.7144,-115.5356,exact,,California,Americas,G100000700533,L100000700063,https://www.gem.wiki/Second_Imperial_geothermal_power_plant,binary cycle
United States,Second Imperial geothermal power plant,GEN14,,16.0,operating,2008,,,ORCAL Geothermal Inc [100%],32.7144,-115.5356,exact,,California,Americas,G100000700534,L100000700063,https://www.gem.wiki/Second_Imperial_geothermal_power_plant,binary cycle
United States,Second Imperial geothermal power plant,"Herber 2, GEN1-12",,48.0,operating,1993,,,Ormat Technology Inc [100%],32.7144,-115.5356,exact,Heber,California,Americas,G100000700098,L100000700063,https://www.gem.wiki/Second_Imperial_geothermal_power_plant,binary cycle
United States,Second Imperial geothermal power plant,OEC1,,26.0,operating,2022,,,ORCAL Geothermal Inc [100%],32.7144,-115.5356,exact,,California,Americas,G100000700535,L100000700063,https://www.gem.wiki/Second_Imperial_geothermal_power_plant,binary cycle
United States,Second Imperial geothermal power plant,OEC2,,16.0,operating,2022,,,ORCAL Geothermal Inc [100%],32.7144,-115.5356,exact,,California,Americas,G100000700536,L100000700063,https://www.gem.wiki/Second_Imperial_geothermal_power_plant,binary cycle
Türkiye,Seferihisar RSC geothermal power plant,--,,12.0,operating,2020,,,RSC Elektrik AŞ,38.15732357,26.89211864,approximate,,,Asia,G100001050537,L100001044962,https://www.gem.wiki/Seferihisar_RSC_geothermal_power_plant,binary cycle
Italy,Selva geothermal power plant,--,Impianto Geotermico Selva,19.0,operating,1999,,,,43.18055,10.88387,exact,,,Europe,G100001048321,L100001042940,https://www.gem.wiki/Selva_geothermal_power_plant,dry steam
Italy,Sesta geothermal power plant,--,Impianto Geotermico di Sesta,18.0,operating,2002,,Enel Green Power,Enel SpA,43.23046,10.9469,exact,,,Europe,G100001048325,L100001042944,https://www.gem.wiki/Sesta_geothermal_power_plant,dry steam
Indonesia,Sibayak geothermal power plant,--,,10.0,operating,,,,Pertamina Geothermal Energy [100%],3.2266,98.5004,exact,Jaranguda,North Sumatra,Asia,G100000700367,L100000700210,https://www.gem.wiki/Sibayak_geothermal_power_plant,unknown type
Taiwan,Sihuangziping geothermal power plant,1,四磺子坪先導地熱發電廠,4.0,construction,2025,,Fabulous Power,New Taipei City Government,25.1955043,121.602309,exact,,,Asia,G100001031220,L100001026013,https://www.gem.wiki/Sihuangziping_geothermal_power_plant,unknown type
Taiwan,Sihuangziping geothermal power plant,Pilot,四磺子坪先導地熱發電廠,1.0,operating,2023,,Fabulous Power,New Taipei City Government,25.1955043,121.602309,exact,,,Asia,G100001031219,L100001026013,https://www.gem.wiki/Sihuangziping_geothermal_power_plant,unknown type
Türkiye,Simav geothermal power plant,--,,25.0,cancelled,,,,Zorlu Enerji [100%],39.4224,29.9889,approximate,,Kütahya,Asia,G100000700455,L100000700248,https://www.gem.wiki/Simav_geothermal_power_plant,unknown type
Croatia,Slatina 3 geothermal power plant,--,Geotermalna elektrana Čađavica,20.0,cancelled,,,,,45.6978432,17.6992868,approximate,,,Europe,G100001030293,L100001025596,https://www.gem.wiki/Slatina_3_geothermal_power_plant,unknown type
United States,Socrates geothermal plant,18,,118.0,operating,1983,,Geysers Power,Calpine [TO BE DELETED] Corp [100%],38.777,-122.745,exact,,California,Americas,G100000700259,L100000700158,https://www.gem.wiki/Socrates_geothermal_plant,dry steam
United States,Soda Lake 3 geothermal power plant,SL3,,26.0,operating,2019,,,Amor 9 LLC [100%],39.5545,-118.8501,exact,,Nevada,Americas,G100000700537,L100000700287,https://www.gem.wiki/Soda_Lake_3_geothermal_power_plant,binary cycle
Indonesia,Sokoria geothermal power plant,1,,3.0,operating,,,PT Sokoria Geothermal Indonesia,,-8.7938,121.7662,exact,,East Nusa Tenggara,Asia,G100000700368,L100000700211,https://www.gem.wiki/Sokoria_geothermal_power_plant,unknown type
Indonesia,Sokoria geothermal power plant,2,,3.0,operating,,,PT Sokoria Geothermal Indonesia,,-8.7938,121.7662,exact,,East Nusa Tenggara,Asia,G100000700369,L100000700211,https://www.gem.wiki/Sokoria_geothermal_power_plant,unknown type
Solomon Islands,Solomon Islands geothermal power plant,--,,30.0,announced,,,,Government of the Solomon Islands; Stellae Energy,-9.6710782,160.1149415,approximate,,,Oceania,G100001031218,L100001026011,https://www.gem.wiki/Solomon_Islands_geothermal_power_plant,unknown type
Indonesia,Songa Wayaua geothermal power plant,1,,5.0,announced,,,,PT PLN (Persero) [100%],-0.5422,127.5245,approximate,,Maluku Utara,Asia,G100000700370,L100000700212,https://www.gem.wiki/Songa_Wayaua_geothermal_power_plant,unknown type
Indonesia,Songa Wayaua geothermal power plant,2,,5.0,announced,,,,PT PLN (Persero) [100%],-0.5422,127.5245,approximate,,Maluku Utara,Asia,G100000700371,L100000700212,https://www.gem.wiki/Songa_Wayaua_geothermal_power_plant,unknown type
United States,Sonoma California Geothermal,1,,78.0,operating,1983,,Geysers Power,,38.7903,-122.7559,exact,,California,Americas,G100000700260,L100000700159,https://www.gem.wiki/Sonoma_California_Geothermal,dry steam
Indonesia,Sorik Marapi geothermal power plant,1,,45.0,operating,2019,,KS Orka Renewables,KS Orka Renewables Pte Ltd [100%],0.7475,99.5751,exact,,North Sumatra,Asia,G100000700261,L100000700160,https://www.gem.wiki/Sorik_Marapi_geothermal_power_plant,binary cycle
Indonesia,Sorik Marapi geothermal power plant,2,,45.0,operating,2021,,KS Orka Renewables,KS Orka Renewables Pte Ltd [100%],0.7475,99.5751,exact,,North Sumatra,Asia,G100000700262,L100000700160,https://www.gem.wiki/Sorik_Marapi_geothermal_power_plant,binary cycle
Indonesia,Sorik Marapi geothermal power plant,3,,50.0,operating,2022,,KS Orka Renewables,KS Orka Renewables Pte Ltd [100%],0.7475,99.5751,exact,,North Sumatra,Asia,G100000700263,L100000700160,https://www.gem.wiki/Sorik_Marapi_geothermal_power_plant,unknown type
Indonesia,Sorik Marapi geothermal power plant,4,,50.0,operating,2024,,KS Orka Renewables,KS Orka Renewables Pte Ltd [100%],0.7475,99.5751,exact,,North Sumatra,Asia,G100000700264,L100000700160,https://www.gem.wiki/Sorik_Marapi_geothermal_power_plant,unknown type
Indonesia,Sorik Marapi geothermal power plant,5,,33.0,operating,2025,,KS Orka Renewables,KS Orka Renewables Pte Ltd [100%],0.7475,99.5751,exact,,North Sumatra,Asia,G100000700265,L100000700160,https://www.gem.wiki/Sorik_Marapi_geothermal_power_plant,unknown type
Kenya,Sosian Highland geothermal power plant,1,,50.0,pre-construction,,,Sosian Energy,Sosian Energy [100%],0.3009,36.6878,approximate,,Thome,Africa,G100000700266,L100000700161,https://www.gem.wiki/Sosian_Highland_geothermal_power_plant,unknown type
France,Soultz-Sous-Forêts geothermal power plant,--,Centrale géothermique de Soultz-Sous-Forêts,1.7,operating,2008,,,,48.93092883,7.86688198,exact,,,Europe,G100001048260,L100001042908,https://www.gem.wiki/Soultz-sous-Forêts_geothermal_power_plant,enhanced geothermal systems (EGS)
Philippines,Southern Leytre geothermal power plant,--,,40.0,pre-construction,,,,Repower Energy Development Corp [100%],10.308,125.2022,approximate,,Southern Leyte,Asia,G100000700419,L100000700232,https://www.gem.wiki/Southern_Leytre_geothermal_power_plant,unknown type
United States,Star Peak geothermal power plant,3500,,4.0,operating,2022,,,,40.5321,-118.272,exact,,Nevada,Americas,G100000700538,L100000700288,https://www.gem.wiki/Star_Peak_geothermal_power_plant,binary cycle
United States,Star Peak geothermal power plant,5100A,,5.0,operating,2022,,,,40.5321,-118.272,exact,,Nevada,Americas,G100000700540,L100000700288,https://www.gem.wiki/Star_Peak_geothermal_power_plant,binary cycle
United States,Star Peak geothermal power plant,5100B,,5.0,operating,2022,,,,40.5321,-118.272,exact,,Nevada,Americas,G100000700541,L100000700288,https://www.gem.wiki/Star_Peak_geothermal_power_plant,binary cycle
United States,Star Peak geothermal power plant,5200,,5.0,operating,2022,,,,40.5321,-118.272,exact,,Nevada,Americas,G100000700539,L100000700288,https://www.gem.wiki/Star_Peak_geothermal_power_plant,binary cycle
United States,Star Peak geothermal power plant,STEAM,,3.0,operating,2022,,,,40.5321,-118.272,exact,,Nevada,Americas,G100000700542,L100000700288,https://www.gem.wiki/Star_Peak_geothermal_power_plant,binary cycle
United States,Steamboat 2 geothermal power plant,T201,,9.0,operating,1992,,,Steamboat Development Corp [100%],39.3956,-119.7468,exact,,Nevada,Americas,G100000700543,L100000700289,https://www.gem.wiki/Steamboat_2_geothermal_power_plant,binary cycle
United States,Steamboat 2 geothermal power plant,T202,,9.0,operating,1992,,,Steamboat Development Corp [100%],39.3956,-119.7468,exact,,Nevada,Americas,G100000700544,L100000700289,https://www.gem.wiki/Steamboat_2_geothermal_power_plant,binary cycle
United States,Steamboat 3 geothermal power plant,T301,,9.0,operating,1992,,,Steamboat Development Corp [100%],39.3944,-119.7475,exact,,Nevada,Americas,G100000700545,L100000700290,https://www.gem.wiki/Steamboat_3_geothermal_power_plant,binary cycle
United States,Steamboat 3 geothermal power plant,T302,,9.0,operating,1992,,,Steamboat Development Corp [100%],39.3944,-119.7475,exact,,Nevada,Americas,G100000700546,L100000700290,https://www.gem.wiki/Steamboat_3_geothermal_power_plant,binary cycle
United States,Steamboat Hills geothermal power plant,OEC51,,26.0,operating,2020,,,Ormat Technology Inc [100%],39.3701,-119.7669,exact,,Nevada,Americas,G100000700547,L100000700291,https://www.gem.wiki/Steamboat_Hills_geothermal_power_plant,binary cycle
United States,Steamboat Hills geothermal power plant,OEC52,,6.0,operating,2020,,,Ormat Technology Inc [100%],39.3701,-119.7669,exact,,Nevada,Americas,G100000700548,L100000700291,https://www.gem.wiki/Steamboat_Hills_geothermal_power_plant,binary cycle
United States,Stillwater Triple Hybrid geothermal plant,--,,33.0,operating,,,,Ormat Technology Inc,39.5475,-118.5554,exact,,Nevada,Americas,G100000700267,L100000700162,https://www.gem.wiki/Stillwater_Triple_Hybrid_geothermal_plant,binary cycle
Greece,Stipsi geothermal power plant,--,,8.0,announced,,,,PPC Renewables SA (PPCR),39.3106475,26.2208813,approximate,,,Europe,G100001030296,L100001025599,https://www.gem.wiki/Stipsi_geothermal_power_plant,unknown type
Japan,Sugawara geothermal power plant,--,,5.0,operating,2015,,,Kyuden Mirai Energy Co Inc,33.16651,131.13919,exact,,,Asia,G100001048369,L100001042963,https://www.gem.wiki/Sugawara_geothermal_power_plant,binary cycle
Japan,Suginoi geothermal power station,--,杉乃井発電所,1.1,operating,2024,,,Orix Corp,33.2815952,131.4702218,exact,,,Asia,G100001031137,L100001025958,https://www.gem.wiki/Suginoi_geothermal_power_station,flash steam - single
