country,url,plant,unit,chinese_name,owner,parent,capacity,status,year,subnational,lat,lng,region
Australia,https://www.gem.wiki/Yallourn_W_power_station,Yallourn W power station,Unit 2,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],360,operating,1975,Victoria,-38.177284,146.34421,Oceania
Australia,https://www.gem.wiki/Yallourn_W_power_station,Yallourn W power station,Unit 3,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],380,operating,1981,Victoria,-38.177284,146.34421,Oceania
Australia,https://www.gem.wiki/Yallourn_W_power_station,Yallourn W power station,Unit 4,,EnergyAustralia [100%],CLP Holdings Ltd [100.0%],380,operating,1982,Victoria,-38.177284,146.34421,Oceania
Australia,https://www.gem.wiki/ZeroGen,ZeroGen,IGCC with CCS,,Stanwell [100%],Stanwell [100.0%],500,cancelled,,Queensland,-23.509114,150.317801,Oceania
Austria,https://www.gem.wiki/Duernrohr_power_station,Duernrohr power station,Unit 1,,Verbund Thermal Power [100%],Verbund AG [100.0%],450,retired,1985,Lower Austria,48.32611,15.923333,Europe
Austria,https://www.gem.wiki/Duernrohr_power_station,Duernrohr power station,Unit 2,,EVN [100%],EVN [100.0%],352,retired,1987,Lower Austria,48.32611,15.923333,Europe
Austria,https://www.gem.wiki/Enns_Power_Station,Enns Power Station,--,,Energie [100%],Energie [100.0%],800,cancelled,,Enns,48.21309,14.475222,Europe
Austria,https://www.gem.wiki/Mellach_power_station,Mellach power station,--,,Verbund Thermal Power [100%],Verbund AG [100.0%],246,retired,1986,Steiermark,46.90819,15.49231,Europe
Austria,https://www.gem.wiki/Riedersbach_power_station,Riedersbach power station,Unit 1,,Energie AG Oberösterreich [100%],Energie AG,55,retired,1969,Upper Austria,48.031769,12.843122,Europe
Austria,https://www.gem.wiki/Riedersbach_power_station,Riedersbach power station,Unit 2,,Energie AG Oberösterreich [100%],Energie AG,165,retired,1986,Upper Austria,48.031769,12.843122,Europe
Austria,https://www.gem.wiki/St_Andrae_power_station,St Andrae power station,Unit 1,,Verbund Austrian Hydropower [100%],Verbund AG,68,retired,1996,Carinthia,46.75,14.816667,Europe
Austria,https://www.gem.wiki/St_Andrae_power_station,St Andrae power station,Unit 2,,Verbund Austrian Hydropower [100%],Verbund AG,124,retired,1996,Carinthia,46.75,14.816667,Europe
Austria,https://www.gem.wiki/Timelkam_power_station,Timelkam power station,Unit 4,,Energie AG Oberösterreich [100%],Energie AG,66,retired,1962,Upper Austria,48.0122,13.5895,Europe
Austria,https://www.gem.wiki/Voitsberg_power_station,Voitsberg power station,Unit 3,,Verbund [100%],Verbund [100.0%],330,retired,1983,Styria,47.0475,15.160278,Europe
Austria,https://www.gem.wiki/Zeltweg_power_station,Zeltweg power station,Unit 1,,Verbund [100%],Verbund [100.0%],137,retired,1962,Styria,47.25,15.166667,Europe
Bangladesh,https://www.gem.wiki/Banshkhali_power_station_(Beximco),Banshkhali power station (Beximco),--,,Power Construction Corporation of China [100%],Power Construction Corporation of China [100.0%],660,cancelled,,Chittagong,22.025,91.955,Asia
Bangladesh,https://www.gem.wiki/Banshkhali_power_station_(S_Alam),Banshkhali power station (S Alam),Unit 1,,S Alam Group [70%]; STG Development Group [10%]; SEPCOIII Electric Power Construction [20%],S Alam Group [70.0%]; Power Construction Corporation of China Ltd [20.0%]; STG Development Group [10.0%],660,operating,2023,Chittagong,21.970844,91.888932,Asia
Bangladesh,https://www.gem.wiki/Banshkhali_power_station_(S_Alam),Banshkhali power station (S Alam),Unit 2,,S Alam Group [70%]; STG Development Group [10%]; SEPCOIII Electric Power Construction [20%],S Alam Group [70.0%]; Power Construction Corporation of China Ltd [20.0%]; STG Development Group [10.0%],660,operating,2023,Chittagong,21.979067,91.888938,Asia
Bangladesh,https://www.gem.wiki/Barapukuria_power_station,Barapukuria power station,Unit 1,,Bangladesh Power Development Board [100%],Bangladesh Power Development Board [100.0%],125,operating,2006,Rangpur,25.5537569,88.9486312,Asia
Bangladesh,https://www.gem.wiki/Barapukuria_power_station,Barapukuria power station,Unit 2,,Bangladesh Power Development Board [100%],Bangladesh Power Development Board [100.0%],125,operating,2006,Rangpur,25.5537569,88.9486312,Asia
Bangladesh,https://www.gem.wiki/Barapukuria_power_station,Barapukuria power station,Unit 3,,Bangladesh Power Development Board [100%],Bangladesh Power Development Board [100.0%],275,operating,2018,Rangpur,25.553438,88.95048,Asia
Bangladesh,https://www.gem.wiki/Barisal_power_station,Barisal power station,Unit 1,,Barisal Electric Power [100%],Power Construction Corporation of China Ltd [96.0%],350,operating,2022,Barisal,21.961035,90.062712,Asia
Bangladesh,https://www.gem.wiki/Barisal_power_station,Barisal power station,Unit 2,,Barisal Electric Power [100%],Power Construction Corporation of China Ltd [96.0%],350,shelved,,Barisal,21.961035,90.062712,Asia
Bangladesh,https://www.gem.wiki/Bhola_power_station_(S_Alam),Bhola power station (S Alam),--,,LANCO Infratech; S Alam Group,LANCO Infratech; S Alam Group,217,cancelled,,Barisal,22.6903,90.6525,Asia
Bangladesh,https://www.gem.wiki/Boalkhali_power_station_(Beximco),Boalkhali power station (Beximco),--,,Power Construction Corporation of China [100%],Power Construction Corporation of China [100.0%],660,cancelled,,Chittagong,21.55,91.95,Asia
Bangladesh,https://www.gem.wiki/Chittagong_power_station_(Orion),Chittagong power station (Orion),--,,Orion Group [100%],Orion Group [100.0%],283,cancelled,,Chittagong,22.3242,91.8622,Asia
Bangladesh,https://www.gem.wiki/CPGCBL-Sumitomo_power_station,CPGCBL-Sumitomo power station,Unit 1,,Coal Power Generation Company Bangladesh [100%],Coal Power Generation Company Bangladesh [100.0%],600,cancelled,,Chittagong,21.623126,91.903689,Asia
Bangladesh,https://www.gem.wiki/CPGCBL-Sumitomo_power_station,CPGCBL-Sumitomo power station,Unit 2,,Coal Power Generation Company Bangladesh [100%],Coal Power Generation Company Bangladesh [100.0%],600,cancelled,,Chittagong,21.623126,91.903689,Asia
Bangladesh,https://www.gem.wiki/Daudkandi_power_station,Daudkandi power station,Unit 1,,Power Construction Corporation of China; Meghna Group,Meghna Group; Power Construction Corporation of China,660,cancelled,,Chittagong,23.533333,90.716667,Asia
Bangladesh,https://www.gem.wiki/Daudkandi_power_station,Daudkandi power station,Unit 2,,Power Construction Corporation of China; Meghna Group,Meghna Group; Power Construction Corporation of China,660,cancelled,,Chittagong,23.533333,90.716667,Asia
Bangladesh,https://www.gem.wiki/Dighipara_power_station,Dighipara power station,--,,North-West Power Generation [100%],North-West Power Generation [100.0%],1000,cancelled,2032,Rangpur,25.416667,89.083333,Asia
Bangladesh,https://www.gem.wiki/Gaibandha_Ashuganj_power_station,Gaibandha Ashuganj power station,Unit 1,,Ashuganj Power Station [100%],Ashuganj Power Station [100.0%],660,cancelled,,Gaibandha,25.297897,89.593989,Asia
Bangladesh,https://www.gem.wiki/Gaibandha_Ashuganj_power_station,Gaibandha Ashuganj power station,Unit 2,,Ashuganj Power Station [100%],Ashuganj Power Station [100.0%],660,cancelled,,Gaibandha,25.297897,89.593989,Asia
Bangladesh,https://www.gem.wiki/Gazaria_power_station_(RPCL),Gazaria power station (RPCL),--,,Rural Power [100%],Rural Power [100.0%],350,cancelled,,Dhaka,23.524007,90.627202,Asia
Bangladesh,https://www.gem.wiki/Khulna_power_station_(Orion),Khulna power station (Orion),--,,Orion Power Khulna [100%],Orion Group,660,cancelled,,Khulna,22.571219,89.566212,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL),Maheshkhali power station (BPDB/RPCL),Unit 1,,B-R Powergen [100%],Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],660,pre-permit,2030,Chittagong,21.623126,91.903689,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/RPCL),Maheshkhali power station (BPDB/RPCL),Unit 2,,B-R Powergen [100%],Bangladesh Power Development Board [50.0%]; Rural Power Co Ltd [50.0%],660,pre-permit,2030,Chittagong,21.623126,91.903689,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/TNB),Maheshkhali power station (BPDB/TNB),Unit 1,,Bangladesh Power Development Board [100%],Bangladesh Power Development Board [100.0%],660,cancelled,,Chittagong,21.629105,91.9002,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(BPDB/TNB),Maheshkhali power station (BPDB/TNB),Unit 2,,Bangladesh Power Development Board [100%],Bangladesh Power Development Board [100.0%],660,cancelled,,Chittagong,21.629105,91.9002,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(Huadian),Maheshkhali power station (Huadian),Unit 1,,Huadian Chittagong [100%],Bangladesh Power Development Board [50.0%]; China Huadian Group Corp [50.0%],660,cancelled,2027,Chittagong,21.634145,91.898492,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(Huadian),Maheshkhali power station (Huadian),Unit 2,,Huadian Chittagong [100%],Bangladesh Power Development Board [50.0%]; China Huadian Group Corp [50.0%],660,cancelled,2027,Chittagong,21.634145,91.898492,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(KEPCO),Maheshkhali power station (KEPCO),Unit 1,,Korea Electric Power [100%],Korea Electric Power [100.0%],660,cancelled,2029,Chittagong,21.632953,91.901935,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(KEPCO),Maheshkhali power station (KEPCO),Unit 2,,Korea Electric Power [100%],Korea Electric Power [100.0%],660,cancelled,2029,Chittagong,21.632953,91.901935,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(PowerChina),Maheshkhali power station (PowerChina),Unit 1,,Bangladesh Power Development Board; SEPCOIII Electric Power Construction,Bangladesh Power Development Board; Power Construction Corporation of China Ltd,660,cancelled,2028,Chittagong,21.623126,91.903689,Asia
Bangladesh,https://www.gem.wiki/Maheshkhali_power_station_(PowerChina),Maheshkhali power station (PowerChina),Unit 2,,Bangladesh Power Development Board; SEPCOIII Electric Power Construction,Bangladesh Power Development Board; Power Construction Corporation of China Ltd,660,cancelled,2028,Chittagong,21.623126,91.903689,Asia
Bangladesh,https://www.gem.wiki/Matarbari_Kohelia_power_station,Matarbari Kohelia power station,Phase I Unit 1,,CPGCBL/Sembcorp JV [100%],Coal Power Generation Company Bangladesh Ltd; Sembcorp,700,cancelled,2023,Chittagong,21.706871,91.890997,Asia
Bangladesh,https://www.gem.wiki/Matarbari_Kohelia_power_station,Matarbari Kohelia power station,Phase II Unit 1,,CPGCBL/Sembcorp JV [100%],Coal Power Generation Company Bangladesh Ltd; Sembcorp,700,cancelled,2032,Chittagong,21.706871,91.890997,Asia
Bangladesh,https://www.gem.wiki/Matarbari_power_station,Matarbari power station,Phase I Unit 1,,Coal Power Generation Company Bangladesh [100%],Coal Power Generation Company Bangladesh [100.0%],600,operating,2023,Chittagong,21.70184,91.8834,Asia
Bangladesh,https://www.gem.wiki/Matarbari_power_station,Matarbari power station,Phase I Unit 2,,Coal Power Generation Company Bangladesh [100%],Coal Power Generation Company Bangladesh [100.0%],600,construction,2024,Chittagong,21.70184,91.8834,Asia
Bangladesh,https://www.gem.wiki/Matarbari_power_station,Matarbari power station,Phase II Unit 1,,Coal Power Generation Company Bangladesh [100%],Coal Power Generation Company Bangladesh [100.0%],600,announced,2028,Chittagong,21.70184,91.8834,Asia
Bangladesh,https://www.gem.wiki/Matarbari_power_station,Matarbari power station,Phase II Unit 2,,Coal Power Generation Company Bangladesh [100%],Coal Power Generation Company Bangladesh [100.0%],600,announced,2028,Chittagong,21.70184,91.8834,Asia
Bangladesh,https://www.gem.wiki/Mawa_power_station,Mawa power station,--,,Orion Power Dhaka [100%],Orion Group,635,cancelled,2022,Dhaka,23.470926,90.271721,Asia
Bangladesh,https://www.gem.wiki/Mirsarai_power_station,Mirsarai power station,Unit 1,,Bangladesh Steel Re-Rolling Mills [100%],Chittagong Power Co Ltd,150,cancelled,,Chittagong,22.771667,91.575,Asia
Bangladesh,https://www.gem.wiki/Mirsarai_power_station,Mirsarai power station,Unit 2,,Bangladesh Steel Re-Rolling Mills [100%],Chittagong Power Co Ltd,150,cancelled,,Chittagong,22.771667,91.575,Asia
Bangladesh,https://www.gem.wiki/Mirsarai_power_station_(Hangzhou_Jinjiang),Mirsarai power station (Hangzhou Jinjiang),Unit 1,,Zhejiang Jindun Holding Group; Bangladesh Power Development Board,Bangladesh Power Development Board; Zhejiang Jindun Holding Group,660,cancelled,,Chittagong,22.757626,91.469544,Asia
Bangladesh,https://www.gem.wiki/Mirsarai_power_station_(Hangzhou_Jinjiang),Mirsarai power station (Hangzhou Jinjiang),Unit 2,,Zhejiang Jindun Holding Group; Bangladesh Power Development Board,Bangladesh Power Development Board; Zhejiang Jindun Holding Group,660,cancelled,,Chittagong,22.757626,91.469544,Asia
Bangladesh,https://www.gem.wiki/Munshiganj_power_station,Munshiganj power station,Phase I,,Electricity Generation Company of Bangladesh [100%],Electricity Generation Company of Bangladesh [100.0%],400,cancelled,2026,Dhaka,23.541887,90.571471,Asia
Bangladesh,https://www.gem.wiki/Munshiganj_power_station,Munshiganj power station,Phase II,,Electricity Generation Company of Bangladesh [100%],Electricity Generation Company of Bangladesh [100.0%],400,cancelled,2027,Dhaka,23.541887,90.571471,Asia
Bangladesh,https://www.gem.wiki/Orion_power_station,Orion power station,--,,Orion Power Unit-2 Dhaka [100%],Orion Group Pvt Ltd [100.0%],700,pre-permit,2027,Dhaka Division,21.750019,91.899651,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj),Patuakhali power station (Ashuganj),Phase I Unit 1,,Ashuganj Power Station; China Energy Engineering,Ashuganj Power Station; China Energy Engineering,660,cancelled,2024,Barisal,22.056481,90.319494,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj),Patuakhali power station (Ashuganj),Phase I Unit 2,,Ashuganj Power Station; China Energy Engineering,Ashuganj Power Station; China Energy Engineering,660,cancelled,2024,Barisal,22.056481,90.319494,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj),Patuakhali power station (Ashuganj),Phase II Unit 1,,Ashuganj Power Station [100%],Ashuganj Power Station [100.0%],660,cancelled,2030,Barisal,22.056481,90.319494,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(Ashuganj),Patuakhali power station (Ashuganj),Phase II Unit 2,,Ashuganj Power Station [100%],Ashuganj Power Station [100.0%],660,cancelled,2030,Barisal,22.056481,90.319494,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),Phase I Unit 1,,Rural Power; Norinco,Norinco; Rural Power,660,construction,2024,Barisal,22.025149,90.312349,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),Phase I Unit 2,,Rural Power; Norinco,Norinco; Rural Power,660,construction,2024,Barisal,22.025149,90.312349,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),Phase II Unit 1,,Rural Power; Norinco,Norinco; Rural Power,660,shelved,2031,Barisal,22.025149,90.312349,Asia
Bangladesh,https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO),Patuakhali power station (RPCL/NORINCO),Phase II Unit 2,,Rural Power; Norinco,Norinco; Rural Power,660,shelved,2031,Barisal,22.025149,90.312349,Asia
Bangladesh,https://www.gem.wiki/Payra_power_station_(BCPCL),Payra power station (BCPCL),Phase I Unit 1,,Bangladesh-China Power [100%],China General Technology (Group) Holdings Co Ltd [50.0%]; North-West Power Generation Co Ltd [50.0%],660,operating,2020,Barisal,22.001974,90.30821,Asia
Bangladesh,https://www.gem.wiki/Payra_power_station_(BCPCL),Payra power station (BCPCL),Phase I Unit 2,,Bangladesh-China Power [100%],China General Technology (Group) Holdings Co Ltd [50.0%]; North-West Power Generation Co Ltd [50.0%],660,operating,2020,Barisal,22.001974,90.30821,Asia
Bangladesh,https://www.gem.wiki/Payra_power_station_(BCPCL),Payra power station (BCPCL),Phase II Unit 1,,Bangladesh-China Power [100%],China General Technology (Group) Holdings Co Ltd [50.0%]; North-West Power Generation Co Ltd [50.0%],660,construction,2025,Barisal,21.986667,90.241667,Asia
Bangladesh,https://www.gem.wiki/Payra_power_station_(BCPCL),Payra power station (BCPCL),Phase II Unit 2,,Bangladesh-China Power [100%],China General Technology (Group) Holdings Co Ltd [50.0%]; North-West Power Generation Co Ltd [50.0%],660,construction,2026,Barisal,21.986667,90.241667,Asia
Bangladesh,https://www.gem.wiki/Pekua_power_station,Pekua power station,Phase I Unit 1,,Mitsui & Co [100%],Mitsui & Co [100.0%],650,cancelled,2025,Chittagong,21.813814,91.939525,Asia
