country,url,plant,unit,chinese_name,owner,parent,capacity,status,year,subnational,lat,lng,region
China,https://www.gem.wiki/Liyujiang_power_station,Liyujiang power station,Phase B Unit 6,华润电力湖南鲤鱼江电厂,China Resources POWER Hunan Liyujiang [100%],China Resources Power Holdings Co Ltd [60.0%]; China Power International Development Co Ltd [25.2%]; Meiya Xiangtou Power Co Ltd [7.4%]; Hunan Xiangtou Holding Group Co Ltd [6.3%]; Hunan Xingxiang Investment Holding Group Co Ltd [0.7%]; Hunan Caixin Financial Holding Group Co Ltd [0.5%],650,operating,2007,Hunan,25.940443,113.192476,Asia
China,https://www.gem.wiki/Long_Chen_Paper_Jingzhou_captive_power_station,Long Chen Paper Jingzhou captive power station,Unit 1,荣成纸业荆州自备热电厂,Hubei Rongcheng Regeneration Technology [100%],"Rongcheng Paper (China) Holdings [68.9%]; Hong Kong Rongcheng Paper [19.4%]; Long Chen Paper (China) Holdings Co.,Ltd [10.8%]; other [1.0%]",35,operating,2017,Hubei,30.260921,111.590673,Asia
China,https://www.gem.wiki/Long_Chen_Paper_Jingzhou_captive_power_station,Long Chen Paper Jingzhou captive power station,Unit 2,荣成纸业荆州自备热电厂,Hubei Rongcheng Regeneration Technology [100%],"Rongcheng Paper (China) Holdings [68.9%]; Hong Kong Rongcheng Paper [19.4%]; Long Chen Paper (China) Holdings Co.,Ltd [10.8%]; other [1.0%]",35,operating,2017,Hubei,30.260921,111.590673,Asia
China,https://www.gem.wiki/Long_Chen_Paper_Jingzhou_captive_power_station,Long Chen Paper Jingzhou captive power station,Unit 3,荣成纸业荆州自备热电厂,Hubei Rongcheng Regeneration Technology [100%],"Rongcheng Paper (China) Holdings [68.9%]; Hong Kong Rongcheng Paper [19.4%]; Long Chen Paper (China) Holdings Co.,Ltd [10.8%]; other [1.0%]",35,operating,2017,Hubei,30.260921,111.590673,Asia
China,https://www.gem.wiki/Longchuan_power_station,Longchuan power station,Unit 1,阳煤南煤龙川发电厂,Yangquan Nanmei Longchuan Power Generation [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [52.0%]; Yangquan Nanzhuang Coal Group Co Ltd [24.3%]; China Cinda Asset Management Co Ltd [17.7%]; Yangquan Coal Industry (Group) LLC [3.0%]; Shanxi Enorgy & Transport Investment Co Ltd [2.4%]; Shanxi Coking Coal Group Co Ltd [0.3%]; other [0.2%],135,operating,2008,Shanxi,37.794692,113.704119,Asia
China,https://www.gem.wiki/Longchuan_power_station,Longchuan power station,Unit 2,阳煤南煤龙川发电厂,Yangquan Nanmei Longchuan Power Generation [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [52.0%]; Yangquan Nanzhuang Coal Group Co Ltd [24.3%]; China Cinda Asset Management Co Ltd [17.7%]; Yangquan Coal Industry (Group) LLC [3.0%]; Shanxi Enorgy & Transport Investment Co Ltd [2.4%]; Shanxi Coking Coal Group Co Ltd [0.3%]; other [0.2%],135,operating,2008,Shanxi,37.794692,113.704119,Asia
China,https://www.gem.wiki/Longgu_Cogen_power_station,Longgu Cogen power station,Unit 1,徐州龙固坑口矸石发电厂,Xuzhou Longgu Kengkou Gangue Power Generation [100%],Jiangsu Tianue ENERGY & Chemical Group Co Ltd [99.0%]; other [1.0%],55,retired,2005,Jiangsu,34.952711,116.802924,Asia
China,https://www.gem.wiki/Longgu_Cogen_power_station,Longgu Cogen power station,Unit 2,徐州龙固坑口矸石发电厂,Xuzhou Longgu Kengkou Gangue Power Generation [100%],Jiangsu Tianue ENERGY & Chemical Group Co Ltd [99.0%]; other [1.0%],55,retired,2005,Jiangsu,34.952711,116.802924,Asia
China,https://www.gem.wiki/Longhua_Baicheng_power_station,Longhua Baicheng power station,Unit 1,国电吉林龙华白城热电厂,Guoneng Jilin Longhua Thermal Power Co Ltd Baicheng Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; other [0.4%],200,operating,2011,Jilin,45.6331636,122.8793335,Asia
China,https://www.gem.wiki/Longhua_Baicheng_power_station,Longhua Baicheng power station,Unit 2,国电吉林龙华白城热电厂,Guoneng Jilin Longhua Thermal Power Co Ltd Baicheng Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; other [0.4%],200,operating,2011,Jilin,45.6331636,122.8793335,Asia
China,https://www.gem.wiki/Longhua_Yanji_power_station,Longhua Yanji power station,Phase I Unit 1,国电吉林龙华延吉热电厂,Guodian Longhua Yanji Thermal Power [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; other [0.4%],200,operating,2010,Jilin,42.9125134,129.5705652,Asia
China,https://www.gem.wiki/Longhua_Yanji_power_station,Longhua Yanji power station,Phase I Unit 2,国电吉林龙华延吉热电厂,Guodian Longhua Yanji Thermal Power [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; other [0.4%],200,operating,2010,Jilin,42.9125134,129.5705652,Asia
China,https://www.gem.wiki/Longhua_Yanji_power_station,Longhua Yanji power station,Phase II Unit 3,国电吉林龙华延吉热电厂,Guodian Longhua Yanji Thermal Power [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; other [0.4%],300,cancelled,,Jilin,42.9125134,129.5705652,Asia
China,https://www.gem.wiki/Longhua_Yanji_power_station,Longhua Yanji power station,Phase II Unit 4,国电吉林龙华延吉热电厂,Guodian Longhua Yanji Thermal Power [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; other [0.4%],300,cancelled,,Jilin,42.9125134,129.5705652,Asia
China,https://www.gem.wiki/Longkou_Jiayuan_Dongsheng_cogen_power_station,Longkou Jiayuan Dongsheng cogen power station,Unit 2,嘉元东盛热电,Longkou Jiayuan Dongsheng Thermal Power [100%],Shandong Jiayuan Group Co Ltd [99.0%]; other [1.0%],30,operating,,Shandong,37.616008,120.504506,Asia
China,https://www.gem.wiki/Longkou_Jiayuan_Dongsheng_cogen_power_station,Longkou Jiayuan Dongsheng cogen power station,Unit 3,嘉元东盛热电,Longkou Jiayuan Dongsheng Thermal Power [100%],Shandong Jiayuan Group Co Ltd [99.0%]; other [1.0%],30,operating,,Shandong,37.616008,120.504506,Asia
China,https://www.gem.wiki/Longlin_Aluminum_power_station,Longlin Aluminum power station,Unit 1,百矿集团隆林煤电铝一体化项目,Guangxi Longlin Baikuang Aluminum [100%],Geely Group Co Ltd [33.5%]; Ningbo Ruima Enterprise Management Partnership LP [32.2%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]; Hangzhou Kunyu Enterprise Management Partnership LP [4.1%]; Hangzhou Huiren Youren Enterprise Management Partnership LP [2.0%]; Hangzhou Huiren Youzhi Enterprise Management Partnership LP [2.0%]; other [0.7%]; Hangzhou Huiren Youyi Enterprise Management Partnership LP [0.6%],350,cancelled,,Guangxi,24.791043,105.469605,Asia
China,https://www.gem.wiki/Longlin_Aluminum_power_station,Longlin Aluminum power station,Unit 2,百矿集团隆林煤电铝一体化项目,Guangxi Longlin Baikuang Aluminum [100%],Geely Group Co Ltd [33.5%]; Ningbo Ruima Enterprise Management Partnership LP [32.2%]; Guangxi Baise Industrial Investment Development Group Co Ltd [25.0%]; Hangzhou Kunyu Enterprise Management Partnership LP [4.1%]; Hangzhou Huiren Youren Enterprise Management Partnership LP [2.0%]; Hangzhou Huiren Youzhi Enterprise Management Partnership LP [2.0%]; other [0.7%]; Hangzhou Huiren Youyi Enterprise Management Partnership LP [0.6%],350,cancelled,,Guangxi,24.791043,105.469605,Asia
China,https://www.gem.wiki/Longmay_Jixi_power_station,Longmay Jixi power station,Unit 3,龙煤鸡西煤矸石发电厂,Heilongjiang Longmei Jixi Mining [100%],Heilongjiang Longmay Mining Holding Group Co Ltd [82.0%]; other [12.3%]; China Great Wall Asset Management Co Ltd [5.8%],135,cancelled,,Heilongjiang,45.360558,130.834143,Asia
China,https://www.gem.wiki/Longmay_Shuangyashan_power_station,Longmay Shuangyashan power station,Unit 1,龙煤双鸭山低热值煤综合利用热电联产项目,Heilongjiang Longmei Jixi Mining [100%],Heilongjiang Longmay Mining Holding Group Co Ltd [82.0%]; other [12.3%]; China Great Wall Asset Management Co Ltd [5.8%],350,cancelled,,Heilongjiang,46.643964,131.212207,Asia
China,https://www.gem.wiki/Longmay_Shuangyashan_power_station,Longmay Shuangyashan power station,Unit 2,龙煤双鸭山低热值煤综合利用热电联产项目,Heilongjiang Longmei Jixi Mining [100%],Heilongjiang Longmay Mining Holding Group Co Ltd [82.0%]; other [12.3%]; China Great Wall Asset Management Co Ltd [5.8%],350,cancelled,,Heilongjiang,46.643964,131.212207,Asia
China,https://www.gem.wiki/Longqiao_Industrial_Park_power_station,Longqiao Industrial Park power station,Unit 3,龙桥工业园发电厂,Chongqing Fuling Water Conservancy and Power Investment Group [100%],Chongqing Fuling Water Conservancy and Power Investment Group [100.0%],30,retired,,Chongqing,29.709,107.298,Asia
China,https://www.gem.wiki/Longqiao_Industrial_Park_power_station,Longqiao Industrial Park power station,Unit 4,龙桥工业园发电厂,Chongqing Fuling Water Conservancy and Power Investment Group [100%],Chongqing Fuling Water Conservancy and Power Investment Group [100.0%],30,retired,,Chongqing,29.709,107.298,Asia
China,https://www.gem.wiki/Longsheng_Cogen_power_station,Longsheng Cogen power station,New Unit 1,公主岭隆盛热电,Gongzhuling Longsheng Thermal Power [100%],Gongzhuling Longsheng Thermal Power [100.0%],30,operating,2017,Jilin,43.517522,124.85998,Asia
China,https://www.gem.wiki/Longsheng_Cogen_power_station,Longsheng Cogen power station,New Unit 2,公主岭隆盛热电,Gongzhuling Longsheng Thermal Power [100%],Gongzhuling Longsheng Thermal Power [100.0%],30,operating,2017,Jilin,43.517522,124.85998,Asia
China,https://www.gem.wiki/Longsheng_Cogen_power_station,Longsheng Cogen power station,New Unit 3,公主岭隆盛热电,Gongzhuling Longsheng Thermal Power [100%],Gongzhuling Longsheng Thermal Power [100.0%],50,pre-permit,2025,Jilin,43.5269277,124.8482222,Asia
China,https://www.gem.wiki/Longsheng_Cogen_power_station,Longsheng Cogen power station,New Unit 4,公主岭隆盛热电,Gongzhuling Longsheng Thermal Power [100%],Gongzhuling Longsheng Thermal Power [100.0%],50,pre-permit,2025,Jilin,43.5269277,124.8482222,Asia
China,https://www.gem.wiki/Longtai_Juye_power_station,Longtai Juye power station,Unit 1,山东能源龙泰电力巨野电厂,Shandong Longtai Electric Power [100%],Precision Ventures [50.0%]; Shandong Energy Group Co Ltd [35.0%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],1000,cancelled,,Shandong,35.282281,115.891499,Asia
China,https://www.gem.wiki/Longtai_Juye_power_station,Longtai Juye power station,Unit 2,山东能源龙泰电力巨野电厂,Shandong Longtai Electric Power [100%],Precision Ventures [50.0%]; Shandong Energy Group Co Ltd [35.0%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],1000,cancelled,,Shandong,35.282281,115.891499,Asia
China,https://www.gem.wiki/Lu%27an_power_station,Lu'an power station,Phase I Unit 1,六安发电厂,Anhui Huadian Lu'an Power Generation [100%],China Huadian Group Corp [72.8%]; GD POWER Development Co Ltd [22.6%]; other [4.6%],135,retired,2006,Anhui,31.656523,116.491363,Asia
China,https://www.gem.wiki/Lu%27an_power_station,Lu'an power station,Phase I Unit 2,六安发电厂,Anhui Huadian Lu'an Power Generation [100%],China Huadian Group Corp [72.8%]; GD POWER Development Co Ltd [22.6%]; other [4.6%],135,retired,2006,Anhui,31.656523,116.491363,Asia
China,https://www.gem.wiki/Lu%27an_power_station,Lu'an power station,Phase II Unit 3,六安发电厂,Anhui Huadian Lu'an Power Generation [100%],China Huadian Group Corp [72.8%]; GD POWER Development Co Ltd [22.6%]; other [4.6%],660,operating,2014,Anhui,31.656523,116.491363,Asia
China,https://www.gem.wiki/Lu%27an_power_station,Lu'an power station,Phase II Unit 4,六安发电厂,Anhui Huadian Lu'an Power Generation [100%],China Huadian Group Corp [72.8%]; GD POWER Development Co Ltd [22.6%]; other [4.6%],660,operating,2014,Anhui,31.656523,116.491363,Asia
China,https://www.gem.wiki/Lu%27an_power_station,Lu'an power station,Phase III Unit 5,六安发电厂,China Coal Xinji Lu'an Energy [100%],China Coal Xinji Energy Co Ltd [55.0%]; An Hui Wenergy Co Ltd [45.0%],660,permitted,,Anhui,31.656523,116.491363,Asia
China,https://www.gem.wiki/Lu%27an_power_station,Lu'an power station,Phase III Unit 6,六安发电厂,China Coal Xinji Lu'an Energy [100%],China Coal Xinji Energy Co Ltd [55.0%]; An Hui Wenergy Co Ltd [45.0%],660,permitted,,Anhui,31.656523,116.491363,Asia
China,https://www.gem.wiki/Luanhe_Cogen_power_station,Luanhe Cogen power station,Phase II Unit 4,国电滦河发电厂,Guodian North China Electric Power [100%],China Energy Investment Corp [100.0%],50,retired,1974,Hebei,40.9398,117.76148,Asia
China,https://www.gem.wiki/Luanhe_Cogen_power_station,Luanhe Cogen power station,Phase II Unit 5,国电滦河发电厂,Guodian North China Electric Power [100%],China Energy Investment Corp [100.0%],50,retired,1978,Hebei,40.9398,117.76148,Asia
China,https://www.gem.wiki/Luanhe_Cogen_power_station,Luanhe Cogen power station,Phase III Unit 6,国电滦河发电厂,Guoneng Luanhe Thermal Power [100%],China Energy Investment Corp [51.0%]; Chengde Quanli Industry & Trade Group Co Ltd [49.0%],100,retired,1993,Hebei,40.9398,117.76148,Asia
China,https://www.gem.wiki/Luanhe_Cogen_power_station,Luanhe Cogen power station,Phase IV Unit 10,国电滦河发电厂,Guoneng Luanhe Thermal Power [100%],China Energy Investment Corp [51.0%]; Chengde Quanli Industry & Trade Group Co Ltd [49.0%],330,operating,2012,Hebei,40.9398,117.76148,Asia
China,https://www.gem.wiki/Luanhe_Cogen_power_station,Luanhe Cogen power station,Phase V Unit 1,国电滦河发电厂,Guodian Chengde Thermal Power [100%],China Energy Investment Corp [65.0%]; Hebei Construction Investment Energy Investment Co Ltd [35.0%],330,operating,2008,Hebei,40.9398,117.76148,Asia
China,https://www.gem.wiki/Luanhe_Cogen_power_station,Luanhe Cogen power station,Phase V Unit 2,国电滦河发电厂,Guodian Chengde Thermal Power [100%],China Energy Investment Corp [65.0%]; Hebei Construction Investment Energy Investment Co Ltd [35.0%],330,operating,2009,Hebei,40.9398,117.76148,Asia
China,https://www.gem.wiki/Luanhe_Cogen_power_station,Luanhe Cogen power station,Phase VI Unit 7,国电滦河发电厂,Guoneng Luanhe Thermal Power [100%],China Energy Investment Corp [51.0%]; Chengde Quanli Industry & Trade Group Co Ltd [49.0%],100,retired,1997,Hebei,40.9398,117.76148,Asia
China,https://www.gem.wiki/Luannan_power_station,Luannan power station,Unit 1,万浦滦南热电,Tangshan Banpu Heat and Power [100%],Panweston Energy [87.9%]; Banpu Power Investment Co Ltd [12.1%],58,operating,2000,Hebei,39.4998532,118.6465312,Asia
China,https://www.gem.wiki/Luannan_power_station,Luannan power station,Unit 2,万浦滦南热电,Tangshan Banpu Heat and Power [100%],Panweston Energy [87.9%]; Banpu Power Investment Co Ltd [12.1%],58,operating,2000,Hebei,39.4998532,118.6465312,Asia
China,https://www.gem.wiki/Lubei_power_station,Lubei power station,Unit 1,大唐鲁北发电厂,Datang Lubei Power Generation [100%],China Datang Corp [70.0%]; Shandong Lubei High Tech Zone Industrial Development Group Co Ltd [13.3%]; Huitai Holding Group Co Ltd [6.0%]; Hangzhou Jinjiang Group Co Ltd [5.0%]; Zhejiang Hengjia Holding Co Ltd [2.9%]; Hangzhou Yande Industrial Co Ltd [2.8%],330,operating,2009,Shandong,38.082387,117.741976,Asia
China,https://www.gem.wiki/Lubei_power_station,Lubei power station,Unit 2,大唐鲁北发电厂,Datang Lubei Power Generation [100%],China Datang Corp [70.0%]; Shandong Lubei High Tech Zone Industrial Development Group Co Ltd [13.3%]; Huitai Holding Group Co Ltd [6.0%]; Hangzhou Jinjiang Group Co Ltd [5.0%]; Zhejiang Hengjia Holding Co Ltd [2.9%]; Hangzhou Yande Industrial Co Ltd [2.8%],330,operating,2009,Shandong,38.082387,117.741976,Asia
China,https://www.gem.wiki/Lueyang_power_station,Lueyang power station,Unit 1,陕煤集团略阳发电厂,Shaanxi Coal Power Lueyang [100%],Shaanxi Coal and Chemical Industry Co Ltd [56.4%]; China Datang Corp [43.6%],330,operating,2007,Shaanxi,33.346156,106.141932,Asia
China,https://www.gem.wiki/Lueyang_power_station,Lueyang power station,Unit 2,陕煤集团略阳发电厂,Shaanxi Coal Power Lueyang [100%],Shaanxi Coal and Chemical Industry Co Ltd [56.4%]; China Datang Corp [43.6%],330,operating,2015,Shaanxi,33.346156,106.141932,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 1,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,operating,2018,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 2,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,operating,2019,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 3,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,construction,2024,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 4,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,construction,2025,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 5,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,announced,2025,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 6,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,announced,2025,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 7,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,announced,2025,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Lufeng_Jiahuwan_power_station,Lufeng Jiahuwan power station,Unit 8,广东宝丽华新能源陆丰甲湖湾电厂,Lufeng Baolihua New ENERGY Electric POWER [100%],Guangdong Baolihua New ENERGY STOCK Co Ltd [100.0%],1000,announced,2025,Guangdong,22.832499,115.985482,Asia
China,https://www.gem.wiki/Luneng_Dayan_power_station,Luneng Dayan power station,--,鲁能大雁发电项目,Luneng Group [100%],China Chengtong Holdings Group Ltd [41.1%]; China Guoxin Holding Corp [27.8%]; State Grid Corporation of China [26.7%]; other [4.4%],1200,cancelled,,Inner Mongolia,49.242,120.581,Asia
China,https://www.gem.wiki/Luneng_Fengfeng_Zhaganzhuoer_power_station,Luneng Fengfeng Zhaganzhuoer power station,Phase I,鲁能峰峰查干淖尔,Jizhong ENERGY Fengfeng Group [100%],Jizhong Energy Group Co Ltd [94.7%]; China Huarong Asset Management Co Ltd [5.3%],1320,cancelled,,Inner Mongolia,42.8,113.8,Asia
China,https://www.gem.wiki/Luneng_Hailar_Xiertala_power_station,Luneng Hailar Xiertala power station,--,鲁能海拉尔斜塔拉,Luneng Group [100%],China Chengtong Holdings Group Ltd [41.1%]; China Guoxin Holding Corp [27.8%]; State Grid Corporation of China [26.7%]; other [4.4%],1200,cancelled,,Inner Mongolia,49.303,119.92,Asia
China,https://www.gem.wiki/Luneng_Wanshan_Hushan_power_station,Luneng Wanshan Hushan power station,Phase I,鲁能万山虎山,Luneng Group [100%],China Chengtong Holdings Group Ltd [41.1%]; China Guoxin Holding Corp [27.8%]; State Grid Corporation of China [26.7%]; other [4.4%],3600,cancelled,,Inner Mongolia,40.99,113.124,Asia
China,https://www.gem.wiki/Luneng_Yannan_power_station,Luneng Yannan power station,Phase I,鲁能雁南,Luneng Group [100%],China Chengtong Holdings Group Ltd [41.1%]; China Guoxin Holding Corp [27.8%]; State Grid Corporation of China [26.7%]; other [4.4%],600,cancelled,,Inner Mongolia,42.8,113.8,Asia
China,https://www.gem.wiki/Luoding_power_station,Luoding power station,Phase II Unit 3,粤电广东罗定发电厂,Guangdong Yuelong Power Generation [100%],Guangdong Hengjian Investment Holding Co Ltd [61.6%]; China Huaneng Group Co Ltd [19.4%]; Guangdong Electric Power Development Co Ltd [9.0%]; Luoding Yida Investment Development Co Ltd [8.0%]; Luoding Yixin Investment Development Co Ltd [1.6%]; Foshan Dongping Asset Management Co Ltd [0.2%]; Yunfu Yunsheng Investment Development Co Ltd [0.1%]; Yunfu Infrastructure Construction Investment Group Co Ltd [0.1%]; Guangdong Yunfu Land Property Co [0.0%]; other [0.0%],660,announced,2026,Guangdong,22.8044935,111.6182819,Asia
China,https://www.gem.wiki/Luoding_power_station,Luoding power station,Phase II Unit 4,粤电广东罗定发电厂,Guangdong Yuelong Power Generation [100%],Guangdong Hengjian Investment Holding Co Ltd [61.6%]; China Huaneng Group Co Ltd [19.4%]; Guangdong Electric Power Development Co Ltd [9.0%]; Luoding Yida Investment Development Co Ltd [8.0%]; Luoding Yixin Investment Development Co Ltd [1.6%]; Foshan Dongping Asset Management Co Ltd [0.2%]; Yunfu Yunsheng Investment Development Co Ltd [0.1%]; Yunfu Infrastructure Construction Investment Group Co Ltd [0.1%]; Guangdong Yunfu Land Property Co [0.0%]; other [0.0%],660,announced,2026,Guangdong,22.8044935,111.6182819,Asia
China,https://www.gem.wiki/Luoding_power_station,Luoding power station,Unit 1,粤电广东罗定发电厂,Guangdong Yuelong Power Generation [100%],Guangdong Hengjian Investment Holding Co Ltd [61.6%]; China Huaneng Group Co Ltd [19.4%]; Guangdong Electric Power Development Co Ltd [9.0%]; Luoding Yida Investment Development Co Ltd [8.0%]; Luoding Yixin Investment Development Co Ltd [1.6%]; Foshan Dongping Asset Management Co Ltd [0.2%]; Yunfu Yunsheng Investment Development Co Ltd [0.1%]; Yunfu Infrastructure Construction Investment Group Co Ltd [0.1%]; Guangdong Yunfu Land Property Co [0.0%]; other [0.0%],135,operating,2004,Guangdong,22.8044935,111.6182819,Asia
China,https://www.gem.wiki/Luoding_power_station,Luoding power station,Unit 2,粤电广东罗定发电厂,Guangdong Yuelong Power Generation [100%],Guangdong Hengjian Investment Holding Co Ltd [61.6%]; China Huaneng Group Co Ltd [19.4%]; Guangdong Electric Power Development Co Ltd [9.0%]; Luoding Yida Investment Development Co Ltd [8.0%]; Luoding Yixin Investment Development Co Ltd [1.6%]; Foshan Dongping Asset Management Co Ltd [0.2%]; Yunfu Yunsheng Investment Development Co Ltd [0.1%]; Yunfu Infrastructure Construction Investment Group Co Ltd [0.1%]; Guangdong Yunfu Land Property Co [0.0%]; other [0.0%],135,operating,2004,Guangdong,22.8044935,111.6182819,Asia
China,https://www.gem.wiki/Luohe_power_station,Luohe power station,Unit 1,华电漯河热电厂,"Huadian Luohe Power Generation Co Ltd (sichuan Power , Shandong Power) [100%]",Huadian Power International Co Ltd [75.0%]; Luohe City Development Investment Co Ltd [14.7%]; Luohe Investment Holding Group Co Ltd [9.0%]; Luohe City Investment Holding Group Co Ltd [1.0%]; other [0.3%],330,operating,2009,Henan,33.52948,114.09788,Asia
China,https://www.gem.wiki/Luohe_power_station,Luohe power station,Unit 2,华电漯河热电厂,"Huadian Luohe Power Generation Co Ltd (sichuan Power , Shandong Power) [100%]",Huadian Power International Co Ltd [75.0%]; Luohe City Development Investment Co Ltd [14.7%]; Luohe Investment Holding Group Co Ltd [9.0%]; Luohe City Investment Holding Group Co Ltd [1.0%]; other [0.3%],330,operating,2010,Henan,33.52948,114.09788,Asia
China,https://www.gem.wiki/Luohuang_power_station,Luohuang power station,Phase I Unit 1,华能珞璜发电厂,Huaneng Chongqing Luohuang Power Generation [100%],Huaneng Power International Inc [60.0%]; Chongqing Development Investment Co Ltd [40.0%],360,operating,1991,Chongqing,29.347364,106.433182,Asia
China,https://www.gem.wiki/Luohuang_power_station,Luohuang power station,Phase I Unit 2,华能珞璜发电厂,Huaneng Chongqing Luohuang Power Generation [100%],Huaneng Power International Inc [60.0%]; Chongqing Development Investment Co Ltd [40.0%],360,operating,1992,Chongqing,29.347364,106.433182,Asia
China,https://www.gem.wiki/Luohuang_power_station,Luohuang power station,Phase II Unit 3,华能珞璜发电厂,Huaneng Chongqing Luohuang Power Generation [100%],Huaneng Power International Inc [60.0%]; Chongqing Development Investment Co Ltd [40.0%],360,operating,1998,Chongqing,29.347364,106.433182,Asia
China,https://www.gem.wiki/Luohuang_power_station,Luohuang power station,Phase II Unit 4,华能珞璜发电厂,Huaneng Chongqing Luohuang Power Generation [100%],Huaneng Power International Inc [60.0%]; Chongqing Development Investment Co Ltd [40.0%],360,operating,1998,Chongqing,29.347364,106.433182,Asia
China,https://www.gem.wiki/Luohuang_power_station,Luohuang power station,Phase III Unit 5,华能珞璜发电厂,Huaneng Chongqing Luohuang Power Generation [100%],Huaneng Power International Inc [60.0%]; Chongqing Development Investment Co Ltd [40.0%],600,operating,2006,Chongqing,29.347364,106.433182,Asia
China,https://www.gem.wiki/Luohuang_power_station,Luohuang power station,Phase III Unit 6,华能珞璜发电厂,Huaneng Chongqing Luohuang Power Generation [100%],Huaneng Power International Inc [60.0%]; Chongqing Development Investment Co Ltd [40.0%],600,operating,2007,Chongqing,29.347364,106.433182,Asia
China,https://www.gem.wiki/Luoyang_Longyu_power_station,Luoyang Longyu power station,Unit 1,洛阳龙羽发电厂,Luoyang LONGYU YIDIAN [100%],Shanxi Boli Juneng Industrial Co Ltd [67.0%]; Henan Huanye Industrial Development Co Ltd [23.1%]; Baoju Investment [9.9%],55,operating,2004,Henan,34.549048,112.195757,Asia
China,https://www.gem.wiki/Luoyang_Longyu_power_station,Luoyang Longyu power station,Unit 2,洛阳龙羽发电厂,Luoyang LONGYU YIDIAN [100%],Shanxi Boli Juneng Industrial Co Ltd [67.0%]; Henan Huanye Industrial Development Co Ltd [23.1%]; Baoju Investment [9.9%],55,operating,2004,Henan,34.549048,112.195757,Asia
China,https://www.gem.wiki/Luoyang_Longyu_power_station,Luoyang Longyu power station,Unit 3,洛阳龙羽发电厂,Luoyang Longyu Hongguang Electric Power [100%],Henan Huanye Industrial Development Co Ltd [70.0%]; Baoju Investment [30.0%],55,retired,2004,Henan,34.549048,112.195757,Asia
