country/area,project-name,fuel,unit-name,project-name-in-local-language-/-script,capacity-(mw),status,start-year,retired-year,hydrogen-capable,operator(s),owner(s),lat,lng,location-accuracy,city,state/province,region,gem-phase-id,url
China,Anhui Suixi Pufa power station,bioenergy: agricultural waste (solids),1,濉溪浦发农林生物质发电项目,30.0,operating,2018,,,Suixi Pufa Biomass Power Generation,Shanghai Pudong Environmental Development Co Ltd [100%],33.8416,116.7081,exact,Baishan,Anhui,Asia,G100000200162,https://www.gem.wiki/Anhui_Suixi_Pufa_power_station
China,Anhui Suzhou power station,bioenergy: agricultural waste (solids),1-Jan,安徽宿州生物质发电项目,30.0,construction,2024,,,Shanying Paper (Suzhou),Shanying International Holdings Co Ltd [100%],33.6814,117.2694,approximate,,Anhui,Asia,G100000201724,https://www.gem.wiki/Anhui_Suzhou_power_station
China,Anhui Suzhou power station,bioenergy: agricultural waste (solids),2-Jan,安徽宿州生物质发电项目,30.0,construction,2024,,,Shanying Paper (Suzhou),Shanying International Holdings Co Ltd [100%],33.6814,117.2694,approximate,,Anhui,Asia,G100000201725,https://www.gem.wiki/Anhui_Suzhou_power_station
China,Anhui Suzhou Yongqiao District (Everbright) power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽宿州埇桥区（光大）生物质发电项目,30.0,operating,2020,,,Everbright Green Bioenergy (Suzhou),Everbright Green Bioenergy (Anhui) Holdings Co Ltd [100%],33.5705,117.0746,exact,Dazexiang,Anhui,Asia,G100000201956,https://www.gem.wiki/Anhui_Suzhou_Yongqiao_District_(Everbright)_power_station
China,Anhui Suzhou Yongqiao District power station,bioenergy: agricultural waste (solids),1,安徽宿州埇桥区生物质发电项目,30.0,pre-construction,,,,Suzhou Kaidi Biomass Power Generation,Wuhan Kaidi Biomass Power Generation Co Ltd [100%],33.7566,117.1153,approximate,,Anhui,Asia,G100000202353,https://www.gem.wiki/Anhui_Suzhou_Yongqiao_District_power_station
China,Anhui Tianchang power station,bioenergy: refuse (municipal and industrial wastes),1,安徽天长市生活垃圾焚烧发电厂,38.0,operating,2021,,,Anhui Shengyuan Environmental Protection Power,Shengyuan Environmental Protection Co Ltd [100%],32.7331,118.7906,exact,Zhangpu,Anhui,Asia,G100000200147,https://www.gem.wiki/Anhui_Tianchang_power_station
China,Anhui Tianchang (Shanghai Electric) power station,bioenergy: agricultural waste (solids),1,安徽天长市（上海电气）生物质发电项目,30.0,operating,2018,,,Shanghai Electrical (Tianchang) Biomass Power Generation,Shanghai Electrical Equipment (Anhui) Investment Co Ltd [90%]; Quanyi Wang [1%]; other [9%],32.7275,119.0283,exact,,Anhui,Asia,G100000202065,https://www.gem.wiki/Anhui_Tianchang_(Shanghai_Electric)_power_station
China,Anhui Xiao County power station,bioenergy: agricultural waste (solids),1-Jan,光大萧县城乡一体化发电项目,30.0,operating,2017,,,Everbright Urban Rural Renewable Energy (Xiaoxian),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],34.1056,116.8863,exact,Dingli,Anhui,Asia,G100000200135,https://www.gem.wiki/Anhui_Xiao_County_power_station
China,Anhui Yeji power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,叶集光大生物质能电厂,30.0,operating,2018,,,Everbright Bio Thermal Power (Lu'an),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],31.884,115.9369,exact,,Anhui,Asia,G100000200171,https://www.gem.wiki/Anhui_Yeji_power_station
China,Anhui Yeji power station,bioenergy: agricultural waste (solids),2,叶集光大生物质能电厂,30.0,construction,,,,Everbright Bio Thermal Power (Lu'an),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],31.8551,115.9107,approximate,,Anhui,Asia,G100000202279,https://www.gem.wiki/Anhui_Yeji_power_station
China,Anhui Yingshang power station,"bioenergy: agricultural waste (solids), bioenergy: wood & other biomass (solids)",1,安徽颍上生物质发电项目,30.0,operating,2019,,,Yingshang Wanneng Bio Power Generation,Anhui Waneng Environmental Protection Power Generation Co Ltd [100%],32.7297,116.27,exact,,Anhui,Asia,G100000202015,https://www.gem.wiki/Anhui_Yingshang_power_station
China,Anhui Yu'an power station,bioenergy: agricultural waste (biogas),1,裕安光大生物质能电厂,30.0,operating,2018,,,Everbright Bioenergy (Lu'an),Everbright Green Renewable Energy (Anhui) Holdings Co Ltd [100%],31.8082,116.4235,exact,,Anhui,Asia,G100000200176,https://www.gem.wiki/Anhui_Yu'an_power_station
Finland,Anjalankoski Mill power station,"bioenergy: unknown, fossil gas: natural gas",CC1,,161.0,operating,,,not found,,Stora Enso Publication Paper Oyj [100%],60.68694,26.81659,approximate,Anjalankoski,Southern Finland,Europe,G100000410456,https://www.gem.wiki/Anjalankoski_Mill_power_station
Brazil,Aracruz power station,bioenergy: paper mill wastes,1,Usina de biomassa Aracruz,210.0,operating,2002,,,Suzano,Suzano SA [100%],-19.843,-40.0747,exact,Aracruz,Espírito Santo,Americas,G100000200487,https://www.gem.wiki/Aracruz_power_station
Chile,Arauco power station,bioenergy: wood & other biomass (solids),1,Planta de biomasa Arauco,64.0,operating,1996,,,Arauco Bioenergía,Arauco Bioenergía SA [100%],-37.2074,-73.2275,exact,,Biobío Region,Americas,G100000201534,https://www.gem.wiki/Arauco_power_station
Chile,Arauco power station,bioenergy: wood & other biomass (solids),2,Planta de biomasa Arauco,63.0,operating,2012,,,Arauco Bioenergía,Arauco Bioenergía SA [100%],-37.2074,-73.2275,exact,,Biobío Region,Americas,G100000201535,https://www.gem.wiki/Arauco_power_station
Puerto Rico,Arecibo Waste-to-Energy power station,bioenergy: refuse (municipal and industrial wastes),1,Planta de biomasa Arecibo,79.0,cancelled,,,,Energy Answers Arecibo,Energy Answers Arecibo LLC [100%],18.4621,-66.7023,approximate,Arecibo,Puerto Rico,Americas,G100000200212,https://www.gem.wiki/Arecibo_Waste-to-Energy_power_station
Sweden,Aroskraft-1 power station,"bioenergy: wood & other biomass (solids), fossil liquids: heavy fuel oil",4,,250.0,operating,1974,,,,Mälarenergi AB,59.58849,16.513861,exact,,Västmanland,Europe,G100001009098,https://www.gem.wiki/Aroskraft-1_power_station
Sweden,Aroskraft-1 power station,"bioenergy: refuse (municipal and industrial wastes), bioenergy: wood & other biomass (solids)",6,,51.0,operating,2014,,,,Mälarenergi AB,59.58849,16.513861,exact,,Västmanland,Europe,G100000201441,https://www.gem.wiki/Aroskraft-1_power_station
Sweden,Aroskraft-1 power station,bioenergy: wood & other biomass (solids),7,,55.0,operating,2019,,,,Mälarenergi AB,59.58849,16.513861,exact,,Västmanland,Europe,G100000201442,https://www.gem.wiki/Aroskraft-1_power_station
United States,Ashdown Mill power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids), fossil gas: natural gas",GEN2,,47.0,operating,1979,,,Domtar,Domtar LLC [100%],33.6417,-94.1083,exact,,Arkansas,Americas,G100000201575,https://www.gem.wiki/Ashdown_Mill_power_station
United States,Ashdown Mill power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids), fossil gas: natural gas",GEN3,,45.0,operating,1991,,,Domtar,Domtar LLC [100%],33.6417,-94.1083,exact,,Arkansas,Americas,G100000201576,https://www.gem.wiki/Ashdown_Mill_power_station
United States,Ashdown Mill power station,"bioenergy: paper mill wastes, bioenergy: wood & other biomass (solids), fossil gas: natural gas",GEN4,,38.0,operating,1991,,,Domtar,Domtar LLC [100%],33.6417,-94.1083,exact,,Arkansas,Americas,G100000201577,https://www.gem.wiki/Ashdown_Mill_power_station
China,Asia Symbol captive power station,bioenergy: paper mill wastes,1,山东亚太森博浆纸有限公司热电项目,97.0,operating,2023,,,Asia Symbol (Shandong) Pulp & Paper,Asia Symbol (Shangdong) Pulp and Paper Co Ltd [100%],35.374797,119.50857,exact,,Shandong,Asia,G100000201758,https://www.gem.wiki/Asia_Symbol_captive_power_station
India,Asmoli power station,bioenergy: agricultural waste (solids),1,,40.0,operating,1994,,,,Dhampur Sugar Mills Ltd [100%],28.706,78.5446,exact,Sambhal,Uttar Pradesh,Asia,G100000200210,https://www.gem.wiki/Asmoli_power_station
Denmark,Asnaes power station,bioenergy: wood & other biomass (solids),6,,30.0,operating,2019,,,,Ørsted A/S [100%],55.661528,11.080892,exact,Kalundborg,Sjælland,Europe,G100000201360,https://www.gem.wiki/Asnaes_power_station
Brazil,Asolo 2 power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Asolo 2,40.0,construction,,,,Bom Sucesso Agroindústria,Bom Sucesso Agroindústria SA [100%],-17.9478,-49.8544,exact,,Goiás,Americas,G100000201486,https://www.gem.wiki/Asolo_2_power_station
Ghana,Atebubu power station,bioenergy: wood & other biomass (solids),1,,60.0,construction,2025,,,,Africa Plantation for Sustainable Development Ltd [100%],7.7542,-0.9844,exact,,Bono East Region,Africa,G100000201689,https://www.gem.wiki/Atebubu_power_station
Canada,Atikokan power station,bioenergy: wood & other biomass (solids),"1, timepoint 2",,205.0,operating,1985,,,Ontario Power Generation,Ontario Power Generation Inc [100%],48.838089,-91.570573,exact,Atikokan,Ontario,Americas,G1000002471,https://www.gem.wiki/Atikokan_power_station
Germany,AVA Augsburg power station,bioenergy: refuse (municipal and industrial wastes),1,,76.0,operating,1997,,,,AVA GmbH [100%],48.4038,10.9332,exact,Augsburg,Bavaria,Europe,G100000200244,https://www.gem.wiki/AVA_Augsburg_power_station
Denmark,Avedore power station,"bioenergy: wood & other biomass (solids), coal: unknown, fossil gas: natural gas","1, timepoint 2",,250.0,operating,1990,,,,Ørsted A/S,55.60216,12.479064,exact,,Hovedstaden,Europe,G1000002505,https://www.gem.wiki/Avedore_power_station
Denmark,Avedore power station,"bioenergy: wood & other biomass (solids), coal: unknown, fossil gas: natural gas",2,,585.0,operating,2002,,,,Ørsted A/S,55.60216,12.479064,exact,,Hovedstaden,Europe,G100000201362,https://www.gem.wiki/Avedore_power_station
Denmark,Avedore power station,"bioenergy: agricultural waste (solids), fossil gas: natural gas, fossil liquids: heavy fuel oil",CC,,585.0,operating,2001,,,,Ørsted A/S,55.60216,12.479064,exact,,Hovedstaden,Europe,G100001000178,https://www.gem.wiki/Avedore_power_station
Germany,AVG Köln RMVA power station,bioenergy: refuse (municipal and industrial wastes),1,,56.0,operating,1998,,,AVG Köln,,51.0051,6.9488,exact,Cologne,North Rhine-Westphalia,Europe,G100000200245,https://www.gem.wiki/AVG_Köln_RMVA_power_station
United Kingdom,Avonmouth ERF power station,bioenergy: refuse (municipal and industrial wastes),1,,34.0,operating,2021,,,Viridor,Viridor Ltd [100%],51.5329,-2.6687,exact,Bristol,England,Europe,G100000200246,https://www.gem.wiki/Avonmouth_ERF_power_station
Netherlands,AVR Duiven power station,bioenergy: refuse (municipal and industrial wastes),1,,31.0,operating,1975,,,AVR Afvalverwerking Rozenburg,Dutch Enviro Energy Holdings BV [100%],51.9727,5.9987,exact,,Gelderland,Europe,G100000200247,https://www.gem.wiki/AVR_Duiven_power_station
Netherlands,AVR Rozenburg power station,bioenergy: refuse (municipal and industrial wastes),1,,100.0,operating,1973,,,AVR Afvalverwerking Rozenburg,Dutch Enviro Energy Holdings BV [100%],51.8977,4.2781,exact,,South Holland,Europe,G100000200248,https://www.gem.wiki/AVR_Rozenburg_power_station
Belgium,Awirs power station,bioenergy: wood & other biomass (solids),"4, timepoint 2",,80.0,retired,1951,2020,,,ENGIE SA [100%],50.5851,5.418,exact,Quai du Halage,Leige,Europe,G1000002519,https://www.gem.wiki/Awirs_power_station
Pakistan,Bahawalpur power station,bioenergy: agricultural waste (solids),1,,31.0,pre-construction,2024,,,Ashraf Sugar Mills,Bahawalpur Energy Ltd [100%],29.2923,71.5088,exact,,Punjab,Asia,G100000200091,https://www.gem.wiki/Bahawalpur_power_station
Brazil,Bahia Pulp power station,bioenergy: paper mill wastes,1,Usina de biomassa Bahia Pulp,109.0,operating,2000,,,Bracell SP Celulose,Bracell SP Celulose Ltda [100%],-12.6431,-38.3372,exact,Camaçari,Bahia,Americas,G100000200488,https://www.gem.wiki/Bahia_Pulp_power_station
Brazil,Baía Formosa power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Baía Formosa,40.0,operating,2011,,,CPFL Bioenergia,CPFL Bioenergia Ltda [100%],-6.4161,-35.0557,exact,Baía Formosa,Rio Grande do Norte,Americas,G100000200489,https://www.gem.wiki/Baía_Formosa_power_station
Hungary,Bakony power station,"bioenergy: wood & other biomass (solids), coal: subbituminous",6,,30.0,operating,1957,2030,,Bakonyi Erőmű,Bakonyi Erőmű Zrt [100%],47.0956,17.558444,exact,Ajka,Central Transdanubia,Europe,G100000100447,https://www.gem.wiki/Bakony_power_station
Hungary,Bakony power station,"bioenergy: wood & other biomass (solids), bioenergy: refuse (municipal and industrial wastes), coal: unknown","6, timepoint 2",,30.0,operating,1992,,,Bakonyi Erőmű,Bakonyi Erőmű Zrt [100%],47.0956,17.558444,exact,Ajka,Central Transdanubia,Europe,G1000002494,https://www.gem.wiki/Bakony_power_station
Hungary,Bakony power station,"bioenergy: wood & other biomass (solids), coal: subbituminous",7,,30.0,operating,1957,2030,,Bakonyi Erőmű,Bakonyi Erőmű Zrt [100%],47.0956,17.558444,exact,Ajka,Central Transdanubia,Europe,G100000100448,https://www.gem.wiki/Bakony_power_station
Hungary,Bakony power station,"bioenergy: wood & other biomass (solids), bioenergy: refuse (municipal and industrial wastes), coal: unknown","7, timepoint 2",,30.0,operating,1992,,,Bakonyi Erőmű,Bakonyi Erőmű Zrt [100%],47.0956,17.558444,exact,Ajka,Central Transdanubia,Europe,G1000002495,https://www.gem.wiki/Bakony_power_station
Azerbaijan,Balakhani power station,bioenergy: refuse (municipal and industrial wastes),1,Bakı bərk məişət tullantılarının yandırılması zavodu,37.0,operating,2012,,,CNIM Groupe,CNIM Groupe SA [100%],40.4625,49.8989,exact,,Baku Ekonomic Zone,Asia,G100000200723,https://www.gem.wiki/Balakhani_power_station
Brazil,Baldin power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Baldin,45.0,operating,2010,,,CPFL Bioenergia,CPFL Bioenergia Ltda [100%],-21.9875,-47.4501,exact,Pirassununga,São Paulo,Americas,G100000200490,https://www.gem.wiki/Baldin_power_station
Taiwan,Bali Refuse Incineration power station,bioenergy: refuse (municipal and industrial wastes),1,,41.0,operating,1990,,,Veolia Environnement,Veolia Environnement SA,25.1359,121.3687,exact,New Taipei,,Asia,G100000200049,https://www.gem.wiki/Bali_Refuse_Incineration_power_station
Mali,Bamako Waste to Energy power station,bioenergy: refuse (municipal and industrial wastes),1,,40.0,shelved,,,,,,12.599,-8.001,approximate,Bamako,,Africa,G100000201691,https://www.gem.wiki/Bamako_Waste_to_Energy_power_station
Brazil,Bambuí power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Bambuí,30.0,operating,2014,,,Bambuí Bioenergia,Bambuí Bioenergia SA [100%],-20.0871,-46.0399,exact,Bambuí,Minas Gerais,Americas,G100000200491,https://www.gem.wiki/Bambuí_power_station
Oman,Barka power station,bioenergy: refuse (municipal and industrial wastes),1,,160.0,pre-construction,2025,,,,Oman Power and Water Procurement [100%],23.6889,57.8881,approximate,Barka,Al Batinah South Governorate,Asia,G100000200802,https://www.gem.wiki/Barka_power_station
Brazil,Barra Bioenergia power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Barra Bioenergia,33.0,operating,2010,,,Bioenergia Barra,Bioenergia Barra Ltda [100%],-22.4779,-48.532,exact,Barra Bonita,São Paulo,Americas,G100000200492,https://www.gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Bioenergia power station,bioenergy: agricultural waste (solids),2,Usina sucroenergética Barra Bioenergia,33.0,operating,2010,,,Bioenergia Barra,Bioenergia Barra Ltda [100%],-22.4779,-48.532,exact,Barra Bonita,São Paulo,Americas,G100000200493,https://www.gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Bioenergia power station,bioenergy: agricultural waste (solids),3,Usina sucroenergética Barra Bioenergia,35.0,operating,2010,,,Bioenergia Barra,Bioenergia Barra Ltda [100%],-22.4779,-48.532,exact,Barra Bonita,São Paulo,Americas,G100000200494,https://www.gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Bioenergia power station,bioenergy: agricultural waste (solids),4,Usina sucroenergética Barra Bioenergia,35.0,operating,2010,,,Bioenergia Barra,Bioenergia Barra Ltda [100%],-22.4779,-48.532,exact,Barra Bonita,São Paulo,Americas,G100000200495,https://www.gem.wiki/Barra_Bioenergia_power_station
Brazil,Barra Grande 2 power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Barra Grande 2,80.0,operating,2024,,,Açucareira Quatá,Açucareira Quatá SA [100%],-22.6291,-48.8021,exact,Lençóis Paulista,São Paulo,Americas,G100000200457,https://www.gem.wiki/Barra_Grande_2_power_station
Brazil,Barra Grande Lençóis power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Barra Grande Lençóis,63.0,operating,2003,,,Açucareira Quatá,Açucareira Quatá SA [100%],-22.6253,-48.7568,exact,Lençóis Paulista,São Paulo,Americas,G100000200496,https://www.gem.wiki/Barra_Grande_Lençóis_power_station
Brazil,Barralcool power station,bioenergy: agricultural waste (solids),1,Usina sucroenergética Barralcool,30.0,operating,2002,,,Usina Barralcool,Usina Barralcool SA [100%],-15.033,-57.2105,exact,Barra do Bugres,Mato Grosso,Americas,G100000200497,https://www.gem.wiki/Barralcool_power_station
