country/area,name-(english),name-(other-language),design-capacity-(ttpa),status,owner,parent,coordinates,coordinate-accuracy,subnational-unit,region,url,total-reserves-(proven-and-probable,total-resource-(inferred,production-2023-(ttpa),production-2022-(ttpa),start-date,lat,lng,scaling_cap
Australia,Rio Tinto Nammuldi (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.413002, 117.369403",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Nammuldi_(Hamersley)_Mine,"137,400","1,178,600",18290,21830.000000000004,2006,-22.413002,117.369403,21830.000000000004
Australia,Rio Tinto Paraburdoo (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-23.232224, 117.597005",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Paraburdoo_(Hamersley)_Mine,"140,111","1,361,333",18290,21830.000000000004,1974,-23.232224,117.597005,21830.000000000004
Australia,Rio Tinto Silvergrass (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.311377, 117.293354",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Silvergrass_(Hamersley)_Mine,"137,400","1,178,600",18290,21830.000000000004,2017,-22.311377,117.293354,21830.000000000004
Australia,Rio Tinto West Angelas Mine,,"35,000",operating,Rio Tinto Ltd [53.0%]; Mitsui Iron Ore Development Pty Ltd [33.0%]; Nippon Steel Corp [14.0%],Rio Tinto Ltd [53.0%]; Mitsui & Co Ltd [33.0%]; Nippon Steel Corp [14.000000000000002%],"-23.180069, 118.770900",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_West_Angelas_Mine,"137,400","1,178,600",29999,31435,2002,-23.180069,118.7709,35000
Australia,Rio Tinto Western Range Mine,,"25,000",proposed,Rio Tinto Ltd [54.0%]; China Baowu Steel Group Co Ltd [46.0%],Rio Tinto Ltd [54.0%]; China Baowu Steel Group Co Ltd [46.0%],"-23.221489, 117.586751",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Western_Range_Mine,"165,000","397,000",,,2025,-23.221489,117.586751,25000
Australia,Rio Tinto Western Turner Syncline (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.661594, 117.591543",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Western_Turner_Syncline_(Hamersley)_Mine,"140,111","1,361,333",18290,21830.000000000004,2011,-22.661594,117.591543,21830.000000000004
Australia,Rio Tinto Yandicoogina (Hamersley) Mine,,"21,830",operating,Rio Tinto Ltd [100.0%],Rio Tinto Ltd [100.0%],"-22.776192, 119.203312",exact,Western Australia,Oceania,https://gem.wiki/Rio_Tinto_Yandicoogina_(Hamersley)_Mine,"188,666","2,771,666",18290,21830.000000000004,1998,-22.776192,119.203312,21830.000000000004
Australia,Roy Hill Mine,,"60,000",operating,Hancock Prospecting Pty Ltd [70.0%]; Marubeni Corp [15.0%]; POSCO Holdings Inc [12.5%]; China Steel Corp [2.5%],Hancock Prospecting Pty Ltd [70.0%]; Marubeni Corp [15.0%]; POSCO Holdings Inc [12.5%]; China Steel Corp [2.5%],"-22.446938, 119.913566",exact,Western Australia,Oceania,https://gem.wiki/Roy_Hill_Mine,unknown,unknown,63300,60400,2011,-22.446938,119.913566,60000
Australia,SIMEC Cooks North Mine,,unknown,proposed,SIMEC Mining Pty Ltd [100.0%],GFG Alliance Ltd,"-33.165100, 137.130700",exact,South Australia,Oceania,https://gem.wiki/SIMEC_Cooks_North_Mine,unknown,unknown,,,unknown,-33.1651,137.1307,unknown
Australia,SIMEC Cooks Northwest Mine,,unknown,proposed,SIMEC Mining Pty Ltd [100.0%],GFG Alliance Ltd,"-33.083932, 137.060491",approximate,South Australia,Oceania,https://gem.wiki/SIMEC_Cooks_Northwest_Mine,unknown,unknown,,,unknown,-33.083932,137.060491,unknown
Australia,SIMEC Iron Baron (Middleback Hub) Mine,,"3,766",operating,SIMEC Mining Pty Ltd [100.0%],GFG Alliance Ltd,"-32.995719,137.157008",exact,South Australia,Oceania,https://gem.wiki/SIMEC_Iron_Baron_(Middleback_Hub)_Mine,unknown,"166,666",unknown,unknown,unknown,-32.995719,137.157008,3766.666666666667
Australia,SIMEC Iron Knob (Middleback Hub) Mine,,"3,766",operating,SIMEC Mining Pty Ltd [100.0%],GFG Alliance Ltd,"-32.734600, 137.143500",exact,South Australia,Oceania,https://gem.wiki/SIMEC_Iron_Knob_(Middleback_Hub)_Mine,unknown,"166,666",unknown,unknown,1880,-32.7346,137.1435,3766.666666666667
Australia,SIMEC South Middleback (Middleback Hub) Mine,,"3,766",operating,SIMEC Mining Pty Ltd [100.0%],GFG Alliance Ltd,"-33.269204,137.115032",exact,South Australia,Oceania,https://gem.wiki/SIMEC_South_Middleback_(Middleback_Hub)_Mine,unknown,"166,666",unknown,unknown,1986,-33.269204,137.115032,3766.666666666667
Australia,SMG Blue Hills (Mungada) Mine,,unknown,mothballed,Sinosteel Midwest Corp Ltd [100.0%],Sinosteel Corp Ltd [100.0%],"-29.140019, 116.867024",exact,Western Australia,Oceania,https://gem.wiki/SMG_Blue_Hills_(Mungada)_Mine,unknown,"7,000",,,2013,-29.140019,116.867024,unknown
Australia,SMG Jack Hills Mine,,"40,000",mothballed,Sinosteel Midwest Corp Ltd [100.0%],Sinosteel Corp Ltd [100.0%],"-26.052300, 117.241400",exact,Western Australia,Oceania,https://gem.wiki/SMG_Jack_Hills_Mine,unknown,"4,800,000",,,2003-12-31 00:00:00,-26.0523,117.2414,40000
Australia,Tasmines Kara Mine,,"1,300",operating,Tasmania Mines Pty Ltd [100.0%],--,"-41.313513, 145.780299",exact,Tasmania,Oceania,https://gem.wiki/Tasmines_Kara_Mine,unknown,"20,000",unknown,unknown,1978,-41.313513,145.780299,1300
Australia,Terra Mining Extension Hill Mine,,"3,000",operating,Terra Mining Pty Ltd [100.0%],--,"-29.570556, 117.144444",exact,Western Australia,Oceania,https://gem.wiki/Terra_Mining_Extension_Hill_Mine,unknown,unknown,unknown,unknown,2011,-29.570556,117.144444,3000
Australia,YAML Spinifex Ridge Mine,,unknown,mothballed,Moly Metals Australia Pty Ltd [100.0%],Sichuan Development Holding Co Ltd,"-20.885715, 120.085372",exact,Western Australia,Oceania,https://gem.wiki/YAML_Spinifex_Ridge_Mine,unknown,unknown,,,2006,-20.885715,120.085372,unknown
Austria,Erzberg Mine,,"3,200",operating,VA Erzberg GmbH [100.0%],Erzberg Privatstiftung [100.0%],"47.529242, 14.911369",exact,Leoben District,Europe,https://gem.wiki/Erzberg_Mine,unknown,unknown,3000,3000,1512,47.529242,14.911369,3200
Azerbaijan,Dashkesan Mine,,"1,300",operating,Dashkasan Iron Ore LLC [100.0%],AzerGold CJSC,"40.513605, 46.076773",exact,Dashkesan,Asia,https://gem.wiki/Dashkesan_Mine,"57,000","309,000",900,900,2022-06-01 00:00:00,40.513605,46.076773,1300
Bangladesh,Dinajpur Mine,,unknown,proposed,Barapukuria Coal Mine Co Ltd,"Bangladesh Oil, Gas and Mineral Corp","25.625002, 88.663662",approximate,Rangpur,Oceania,https://gem.wiki/Dinajpur_Mine,unknown,"625,000",,,unknown,25.625002,88.663662,unknown
Benin,Minergy Loumbou-Loumbou Mine,,unknown,proposed,Minergy Resources Ltd [100.0%],--,"12.282920, 2.883401",approximate,Alibori Department,Africa,https://gem.wiki/Minergy_Loumbou-Loumbou_Mine,unknown,"300,000",,,unknown,12.28292,2.883401,unknown
Benin,Minergy Madekali Mine,,unknown,proposed,Minergy Resources Ltd [100.0%],--,"11.668693, 3.553329",approximate,Alibori Department,Africa,https://gem.wiki/Minergy_Madekali_Mine,unknown,"240,000",,,unknown,11.668693,3.553329,unknown
Bhutan,Maure Mine,,50,operating,natural person(s) [100.0%],natural person(s) [100.0%],"26.732095, 89.879884",exact,Dagana,Oceania,https://gem.wiki/Maure_Mine,unknown,unknown,unknown,unknown,1994,26.732095,89.879884,50
Bolivia,El Mutun Mine,El Mutún (Spanish),"1,000",proposed,Empresa Siderúrgica del Mutún [100.0%],Empresa Siderúrgica del Mutún [100.0%],"-19.196785, -57.896290",exact,Santa Cruz,Americas,https://gem.wiki/El_Mutun_Mine,unknown,"40,000,000",,,2025,-19.196785,-57.89629,1000
Bosnia and Herzegovina,ArcelorMittal Ljubija Mine,,unknown,operating,Arcelormittal Prijedor doo [100.0%],ArcelorMittal SA [51.0%]; Akcijski Fond Republike Srpske a.d. Banja Luka [31.8%]; Pref fond a.d. Banja Luka [4.9%]; Kristal Invest AD [3.1%],"44.902774, 16.596178",exact,Ostra Luka,Europe,https://gem.wiki/ArcelorMittal_Ljubija_Mine,"5,882","10,784",unknown,unknown,2022,44.902774,16.596178,unknown
Bosnia and Herzegovina,ArcelorMittal Omarska Mine,,"1,500",operating,Arcelormittal Prijedor doo [100.0%],ArcelorMittal SA [51.0%]; Akcijski Fond Republike Srpske a.d. Banja Luka [31.8%]; Pref fond a.d. Banja Luka [4.9%]; Kristal Invest AD [3.1%],"44.873502, 16.894992",exact,Prijedor,Europe,https://gem.wiki/ArcelorMittal_Omarska_Mine,"5,882","10,784",1200,1300,2008,44.873502,16.894992,1500
Brazil,Anglo American Minas-Rio Mine,"Sistema Minas-Rio, Mina do Sapo (Portuguese)","56,900",operating,Anglo American Minerio de Ferro Brasil SA [100.0%],Anglo American PLC [85.0%]; Vale SA [15.0%],"-18.893909, -43.419568",exact,Minas Gerais,Americas,https://gem.wiki/Anglo_American_Minas-Rio_Mine,"3,379,900","5,429,400",24200,21600,2014,-18.893909,-43.419568,56900
Brazil,Antônio Dias Mine,Mina Antônio Dias (Portuguese),"1,500",unknown,Mineração Marsil Ltda [100.0%],Mlog SA [100.0%],"-19.547949, -43.018538",exact,Minas Gerais,Americas,https://gem.wiki/Antônio_Dias_Mine,unknown,unknown,unknown,unknown,1972,-19.547949,-43.018538,1500
Brazil,ArcelorMittal Andrade Mine,Mina do Andrade (Portuguese),"2,400",operating,ArcelorMittal Brasil SA [100.0%],ArcelorMittal SA [97.1%]; small shareholder(s) [2.9%],"-19.788335, -43.182768",exact,Minas Gerais,Americas,https://gem.wiki/ArcelorMittal_Andrade_Mine,"213,500","404,000",2400,2300,1946,-19.788335,-43.182768,2400
Brazil,ArcelorMittal Serra Azul Mine,Mina Serra Azul (Portuguese),"4,500",operating,ArcelorMittal Mineração Sierra Azul SA [100.0%],ArcelorMittal SA [100.0%],"-20.129178, -44.399451",exact,Minas Gerais,Americas,https://gem.wiki/ArcelorMittal_Serra_Azul_Mine,"213,500","404,000",2700,2600,2016,-20.129178,-44.399451,4500
Brazil,AVG Esperança Mine,Mina Esperança (Portuguese),"4,000",operating,Grupo AVG [100.0%],--,"-20.110936,-44.225151",exact,Minas Gerais,Americas,https://gem.wiki/AVG_Esperança_Mine,"200,000",unknown,unknown,1498.232,unknown,-20.110936,-44.225151,4000
Brazil,AVG Santanense Mine,Mina de Santanense (Portuguese),864,operating,Grupo AVG [100.0%],--,"-20.151845, -44.427442",approximate,Minas Gerais,Americas,https://gem.wiki/AVG_Santanense_Mine,"105,000","200,000",unknown,unknown,2011,-20.151845,-44.427442,864
Brazil,BAMIN Pedra de Ferro Mine,Mina Pedra de Ferro (Portuese),"26,000",operating,Bahia Mineração SA [100.0%],Eurasian Resources Group SARL [100.0%],"-14.361357, -42.537808",exact,Bahia,Americas,https://gem.wiki/BAMIN_Pedra_de_Ferro_Mine,"535,000",unknown,unknown,677.3280000000001,2020,-14.361357,-42.537808,26000
Brazil,BEMISA Baratinha Mine,Mina Baratinha (Portuguese),"3,500",operating,BEMISA - Brasil Exploração Mineral SA [100.0%],--,"-19.564705, -42.738902",exact,Minas Gerais,Americas,https://gem.wiki/BEMISA_Baratinha_Mine,unknown,unknown,unknown,1700,2014,-19.564705,-42.738902,3500
Brazil,Cedro Dois Irmaos Mine,Dois Irmãos (Portuguese),unknown,proposed,Cedro Mineração Ltda [100.0%],Cedro Participações SA [100.0%],"-20.075471, -43.901256",approximate,Minas Gerais,Americas,https://gem.wiki/Cedro_Dois_Irmaos_Mine,unknown,unknown,,,unknown,-20.075471,-43.901256,unknown
Brazil,Cedro Mariana Mine,Mina Cedro Mariana (Portuguese),"1,500",operating,Cedro Mineração Ltda [100.0%],Cedro Participações SA [100.0%],"-20.311482, -43.424438",exact,Minas Gerais,Americas,https://gem.wiki/Cedro_Mariana_Mine,unknown,unknown,unknown,180,2022,-20.311482,-43.424438,1500
Brazil,Cedro Mina do Gama Project Mine,Mina do Gama (Portuguese),"4,000",operating,Cedro Mineração Ltda [100.0%],Cedro Participações SA [100.0%],"-20.115947, -43.906060",exact,Minas Gerais,Americas,https://gem.wiki/Cedro_Mina_do_Gama_Project_Mine,unknown,unknown,unknown,3500,1960,-20.115947,-43.90606,4000
Brazil,Cedro Patrimonio Mine,Patrimônio (Portuguese),unknown,proposed,Cedro Mineração Ltda [100.0%],Cedro Participações SA [100.0%],"-20.075471, -43.901256",approximate,Minas Gerais,Americas,https://gem.wiki/Cedro_Patrimonio_Mine,unknown,unknown,,,unknown,-20.075471,-43.901256,unknown
Brazil,Cedro Sape Mine,Mina Sapé (Portuguese),"3,500",proposed,Cedro Mineração Ltda [100.0%],Cedro Participações SA [100.0%],"-20.109897, -43.906414",exact,Minas Gerais,Americas,https://gem.wiki/Cedro_Sape_Mine,unknown,unknown,,,unknown,-20.109897,-43.906414,3500
Brazil,Comisa Igarape Mine,Mina Comisa (Portuguese),unknown,operating,Companhia de Mineração Serra Azul [100.0%],--,"-20.115494, -44.319135",exact,Minas Gerais,Americas,https://gem.wiki/Comisa_Igarape_Mine,unknown,unknown,unknown,6000,unknown,-20.115494,-44.319135,unknown
Brazil,CSN Casa de Pedra Mine,Mina Casa de Pedra (Portuguese),"30,000",operating,CSN Mineração SA [100.0%],CSN Mineração SA [100.0%],"-20.462721,-43.923006",exact,Minas Gerais,Americas,https://gem.wiki/CSN_Casa_de_Pedra_Mine,"2,048,000","6,002,000",39283,30000,1913,-20.462721,-43.923006,30000
Brazil,CSN Engenho Mine,Mina do Engenho (Portuguese),"10,500",operating,CSN Mineração SA [100.0%],CSN Mineração SA [100.0%],"-20.461941, -43.918612",exact,Minas Gerais,Americas,https://gem.wiki/CSN_Engenho_Mine,unknown,unknown,3300,3300,1950,-20.461941,-43.918612,10500
Brazil,DEV Amapa Iron Ore Project Mine,Projeto Amapá (Portuguese),"5,280",mothballed,DEV Mineração SA [100.0%],Pedra Branca Alliance Pte Ltd [100.0%],"0.809559, -51.868230",exact,Amapá,Americas,https://gem.wiki/DEV_Amapa_Iron_Ore_Project_Mine,"195,800","276,640",,,2007,0.809559,-51.86823,5280
Brazil,EMPABRA Corumi Mine,Mina do Corumi (Portuguese),unknown,unknown,Empresa de Mineração Pau Branco Ltda [100.0%],--,"-19.938825, -43.886341",exact,Minas Gerais,Americas,https://gem.wiki/EMPABRA_Corumi_Mine,unknown,unknown,unknown,unknown,unknown,-19.938825,-43.886341,unknown
Brazil,FLAPA Barra Mine,Mina Barra (Portuguese),"1,500",operating,FLAPA Engenharia e Mineração Ltda [100.0%],--,"-20.027693, -43.591602",exact,Minas Gerais,Americas,https://gem.wiki/FLAPA_Barra_Mine,unknown,unknown,unknown,unknown,unknown,-20.027693,-43.591602,1500
Brazil,Gerdau Miguel Burnier Mine,"Mina de Miguel Burnier, Mina de Campina (Portuguese)","5,500",operating,Gerdau SA [100.0%],Gerdau SA [100.0%],"-20.442239, -43.784064",exact,Minas Gerais,Americas,https://gem.wiki/Gerdau_Miguel_Burnier_Mine,"476,000",unknown,1242,1884.130434782609,2006,-20.442239,-43.784064,5500
Brazil,Gerdau Várzea do Lopes Mine,Mina Várzea do Lopes (Portuguese),"13,000",operating,Gerdau SA [100.0%],Gerdau SA [100.0%],"-20.287618, -43.939659",exact,Minas Gerais,Americas,https://gem.wiki/Gerdau_Várzea_do_Lopes_Mine,unknown,unknown,2990,4535.869565217391,2006,-20.287618,-43.939659,13000
Brazil,Herculano Itabirito Mine,Mina Herculano Itabirito (Portuguese),"5,300",operating,Herculano Mineração Ltda [100.0%],Herculano Mineração Ltda [100.0%],"-20.250236, -43.926911",exact,Minas Gerais,Americas,https://gem.wiki/Herculano_Itabirito_Mine,unknown,unknown,unknown,5000,1992,-20.250236,-43.926911,5300
Brazil,Herculano João Monlevade Mine,Projeto João Monlevade (Portuguese),"1,500",proposed,Herculano Mineração Ltda [100.0%],Herculano Mineração Ltda [100.0%],"-19.776690, -43.126912",approximate,Minas Gerais,Americas,https://gem.wiki/Herculano_João_Monlevade_Mine,unknown,unknown,,,2026,-19.77669,-43.126912,1500
Brazil,Herculano Serro Mine,Projeto Serro (Portuguese),"1,000",proposed,Herculano Mineração Ltda [100.0%],Herculano Mineração Ltda [100.0%],"-18.587371, -43.361328",approximate,Minas Gerais,Americas,https://gem.wiki/Herculano_Serro_Mine,unknown,unknown,,,2024,-18.587371,-43.361328,1000
Brazil,Herculano Vila Rica Mine,Projeto Vila Rica (Portuguese),"1,500",proposed,Herculano Mineração Ltda [100.0%],Herculano Mineração Ltda [100.0%],"-20.403523, -43.530444",approximate,Minas Gerais,Americas,https://gem.wiki/Herculano_Vila_Rica_Mine,unknown,unknown,,,2025,-20.403523,-43.530444,1500
Brazil,Itaminas Sarzedo Mine,,"6,500",operating,Itaminas Comercio De Minerios SA [100.0%],Bemai Participação e Administracao Ltda [99.5%]; small shareholder(s) [0.5%],"-20.070142, -44.111711",exact,Minas Gerais,Americas,https://gem.wiki/Itaminas_Sarzedo_Mine,unknown,unknown,unknown,unknown,1959,-20.070142,-44.111711,6500
Brazil,JMN Morro dos Coelhos Mine,Mina Morro dos Coelhos (Portuguese),"5,400",operating,JMN Mineração SA [100.0%],JMN Mineração SA [100.0%],"-20.615637, -44.338004",exact,Minas Gerais,Americas,https://gem.wiki/JMN_Morro_dos_Coelhos_Mine,unknown,unknown,unknown,3900,2014,-20.615637,-44.338004,5400
Brazil,LHG Santa Cruz Mine,,unknown,operating,LHG Mining Ltda [100.0%],J&F Investimentos SA,"-19.211800, -57.579346",exact,Mato Grosso,Americas,https://gem.wiki/LHG_Santa_Cruz_Mine,unknown,unknown,unknown,unknown,1974,-19.2118,-57.579346,unknown
Brazil,LHG Urucum Mine,,unknown,operating,LHG Mining Ltda [100.0%],J&F Investimentos SA,"-19.186272, -57.605356",exact,Mato Grosso,Americas,https://gem.wiki/LHG_Urucum_Mine,unknown,unknown,unknown,unknown,1903,-19.186272,-57.605356,unknown
Brazil,MIB Ibirite Mine,Mina Ibirité (Portuguese),"1,500",operating,MIB Mineração Ibirité Ltda [100.0%],MIB Mineração Ibirité Ltda [100.0%],"-20.122222, -44.102778",exact,Minas Gerais,Americas,https://gem.wiki/MIB_Ibirite_Mine,unknown,unknown,unknown,unknown,2007,-20.122222,-44.102778,1500
Brazil,Minerita Lagoa das Flores Mine,Mina Lagoa das Flores (Portuguese),unknown,operating,Minerita Minérios Itaúna Ltda [100.0%],JFA Holding Do Brasil Ltda; KFF Holding Do Brasil Ltda; MJH Uniao Ltda,"-20.138202, -44.383176",exact,Minas Gerais,Americas,https://gem.wiki/Minerita_Lagoa_das_Flores_Mine,unknown,"1,000,000",4170,4500,1971,-20.138202,-44.383176,unknown
Brazil,MMI Ipê Mine,Mina Ipê (Portuguese),"3,500",operating,Mineração Morro do Ipe SA [100.0%],Trafigura Group Pte Ltd [50.0%]; Mubadala Investment Company PJSC,"-20.116098,-44.308706",exact,Minas Gerais,Americas,https://gem.wiki/MMI_Ipê_Mine,unknown,unknown,unknown,3400,2017,-20.116098,-44.308706,3500
Brazil,MMI Tico Tico Mine,,"6,000",operating,Mineração Morro do Ipe SA [100.0%],Trafigura Group Pte Ltd [50.0%]; Mubadala Investment Company PJSC,"-20.114237, -44.293130",exact,Minas Gerais,Americas,https://gem.wiki/MMI_Tico_Tico_Mine,unknown,unknown,unknown,,2023,-20.114237,-44.29313,6000
Brazil,MR Bau Mine,Mina do Baú (Portuguese),unknown,operating,MR Mineração Ltda [100.0%],--,"-20.011370, -43.572823",exact,Minas Gerais,Americas,https://gem.wiki/MR_Bau_Mine,unknown,unknown,unknown,unknown,unknown,-20.01137,-43.572823,unknown
Brazil,SAFM Ponto Verde Mine,,unknown,operating,South American Ferro Metals Ltd [100.0%],--,"-20.301255, -43.910692",exact,Minas Gerais,Americas,https://gem.wiki/SAFM_Ponto_Verde_Mine,unknown,unknown,unknown,unknown,unknown,-20.301255,-43.910692,unknown
Brazil,Samarco Germano Alegria Complex Mine,Complexo de Germano (Mina de Alegria) (Portuguese),"31,333",operating,Samarco Mineração SA [100.0%],--,"-20.202277, -43.507056",exact,Minas Gerais,Americas,https://gem.wiki/Samarco_Germano_Alegria_Complex_Mine,"870,000","5,200,000",9400,8300,1991,-20.202277,-43.507056,31333.333333333336
Brazil,Tombador Mine,Mina Tombador (Portuguese),unknown,operating,PJ Investimentos e Participações Ltda [100.0%],PJ Investimentos e Participações Ltda [100.0%],"-9.852373, -42.056227",exact,Bahia,Americas,https://gem.wiki/Tombador_Mine,unknown,"7,990",518.2,372.7,2021,-9.852373,-42.056227,unknown
Brazil,Usiminas Central (Mineração Usiminas Mining Complex) Mine ,Usiminas Mina Central (Portuguese),unknown,operating,Mineração Usiminas SA [100.0%],Usinas Siderurgicas de Minas Gerais SA [70.0%]; Sumitomo Corp [30.0%],"-20.139024, -44.410261",exact,Minas Gerais,Americas,https://gem.wiki/Usiminas_Central_(Mineração_Usiminas_Mining_Complex)_Mine_,unknown,unknown,unknown,3000,1966,-20.139024,-44.410261,unknown
Brazil,Usiminas East (Mineração Usiminas Mining Complex) Mine,Usiminas Mina Leste (Portuguese),unknown,operating,Mineração Usiminas SA [100.0%],Usinas Siderurgicas de Minas Gerais SA [70.0%]; Sumitomo Corp [30.0%],"-20.122682, -44.367421",exact,Minas Gerais,Americas,https://gem.wiki/Usiminas_East_(Mineração_Usiminas_Mining_Complex)_Mine,unknown,unknown,2660,3000,1973,-20.122682,-44.367421,unknown
Brazil,Usiminas West (Mineração Usiminas Mining Complex) Mine ,Usiminas Mina Oeste (Portuguese),unknown,operating,Mineração Usiminas SA [100.0%],Usinas Siderurgicas de Minas Gerais SA [70.0%]; Sumitomo Corp [30.0%],"-20.158317, -44.456791",exact,Minas Gerais,Americas,https://gem.wiki/Usiminas_West_(Mineração_Usiminas_Mining_Complex)_Mine_,unknown,unknown,2833,2900,1945,-20.158317,-44.456791,unknown
Brazil,Vale Fabrica (Itabirito Mining Complex) Mine ,Mina de Fábrica (Portuguese),"17,800",mothballed,Vale SA [100.0%],Vale SA [100.0%],"-20.413473, -43.881381",exact,Minas Gerais,Americas,https://gem.wiki/Vale_Fabrica_(Itabirito_Mining_Complex)_Mine_,unknown,"584,800",,,2003,-20.413473,-43.881381,17800
