Date Last Researched,Research Status,Researcher,Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Capacity [ref],Status,Status [ref],Reactor Type,Reactor Type [ref],Model,Model [ref],Construction Start Date,Construction Start Date [ref],First Criticality Date,First Criticality Date [ref],First Grid Connection,First Grid Connection [ref],Commercial Operation Date,Commercial Operation Date [ref],Retirement Date,Retirement Date [ref],Planned Retirement,Cancellation Year,Cancellation Year [ref],Owner,Owner [ref],Owner Name in Local Language / Script,Operator,Operator [ref],Operator Name in Local Language / Script,Reference Net Capacity (MW),Reference Net Capacity (MW) [ref],Design Net Capacity (MW),Design Net Capacity (MW) [ref],Thermal Capacity (MWt),Thermal Capacity (MWt) [ref],Employment Notes,Employment Notes [ref],Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,Location [ref],WEPP location ID,WEPP unit ID,Other IDs (location),Other IDs (unit),Internal Notes,GEM location ID,GEM unit ID,Wiki URL
2024-05-29,no changes,Janna Smith,United States,Summit nuclear power plant,1,,,770.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,high temperature gas reactor,https://www.world-nuclear-news.org/NN-Toshiba-scraps-project-to-build-ABWRs-in-Texas-3105184.html,unknown,,,,,,,,,,,,,1975,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,Delmarva Power & Light CO [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,39.5212000,-75.7080100,exact,,New Castle County,,Delaware,Northern America,Americas,https://www.osti.gov/servlets/purl/5433250,58914,35742,,,,L100000500507,G100000501464,https://www.gem.wiki/Summit_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Summit nuclear power plant,2,,,770.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,high temperature gas reactor,https://www.world-nuclear-news.org/NN-Toshiba-scraps-project-to-build-ABWRs-in-Texas-3105184.html,unknown,,,,,,,,,,,,,1975,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,Delmarva Power & Light CO [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,39.5212000,-75.7080100,exact,,New Castle County,,Delaware,Northern America,Americas,https://www.osti.gov/servlets/purl/5433250,58914,35743,,,,L100000500507,G100000501465,https://www.gem.wiki/Summit_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Sundesert nuclear power plant,1,,,974.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,pressurized water reactor,https://www.world-nuclear-news.org/NN-Toshiba-scraps-project-to-build-ABWRs-in-Texas-3105184.html,unknown,,,,,,,,,,,,,1978,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,San Diego Gas & Electric Co [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,33.4498000,-114.7829000,exact,,Riverside County,,California,Northern America,Americas,"https://www.osti.gov/servlets/purl/5433250,https://en.wikipedia.org/wiki/Sundesert_Nuclear_Power_Plant",58910,35734,,,,L100000500508,G100000501466,https://www.gem.wiki/Sundesert_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Sundesert nuclear power plant,2,,,974.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,pressurized water reactor,https://www.world-nuclear-news.org/NN-Toshiba-scraps-project-to-build-ABWRs-in-Texas-3105184.html,unknown,,,,,,,,,,,,,1978,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,San Diego Gas & Electric Co [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,33.4498000,-114.7829000,exact,,Riverside County,,California,Northern America,Americas,"https://www.osti.gov/servlets/purl/5433250,https://en.wikipedia.org/wiki/Sundesert_Nuclear_Power_Plant",58910,35735,,,,L100000500508,G100000501467,https://www.gem.wiki/Sundesert_nuclear_power_plant
2024-05-15,no changes,Vanessa Levy,France,Superphénix nuclear power plant,--,,SPX,1242.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,fast breeder reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,Na-1200,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,1976-12-13,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,1985-09-07,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,1986-01-14,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,1986-12-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,1998-12-31,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,,,,Electricité de France SA [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,Électricité de France,Electricité de France,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,Électricité de France,1200,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,1200,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,3000,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=178,,,45.7613000,5.4701000,exact,Creys-Mépieu,Isère,,Auvergne-Rhône-Alpes,Western Europe,Europe,https://goo.gl/maps/ugzey9kgZjzvYMoj7,1023826,1110955,,,Phase --: Auto-scrape,L100000500107,G100000500204,https://www.gem.wiki/Superphénix_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry Green Energy Center nuclear power plant,1,,,250.0,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,announced,"https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/, https://www.datacenterdynamics.com/en/news/nuclear-powered-data-center-campus-in-surry-virginia-gets-rezoning-approval/",small modular reactor,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,unknown,,,,,,,,2033,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,,,,,,,,,,,,,,,,,,,,37.1667000,-76.6852000,exact,,Surry County,,Virginia,Northern America,Americas,https://water2.energy/ventures/,,,,,,L100000500520,G100000501497,https://www.gem.wiki/Surry_Green_Energy_Center_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry Green Energy Center nuclear power plant,2,,,250.0,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,announced,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,small modular reactor,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1667000,-76.6852000,exact,,Surry County,,Virginia,Northern America,Americas,https://water2.energy/ventures/,,,,,,L100000500520,G100000501498,https://www.gem.wiki/Surry_Green_Energy_Center_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry Green Energy Center nuclear power plant,3,,,250.0,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,announced,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,small modular reactor,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1667000,-76.6852000,exact,,Surry County,,Virginia,Northern America,Americas,https://water2.energy/ventures/,,,,,,L100000500520,G100000501499,https://www.gem.wiki/Surry_Green_Energy_Center_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry Green Energy Center nuclear power plant,4,,,250.0,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,announced,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,small modular reactor,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1667000,-76.6852000,exact,,Surry County,,Virginia,Northern America,Americas,https://water2.energy/ventures/,,,,,,L100000500520,G100000501500,https://www.gem.wiki/Surry_Green_Energy_Center_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry Green Energy Center nuclear power plant,5,,,250.0,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,announced,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,small modular reactor,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1667000,-76.6852000,exact,,Surry County,,Virginia,Northern America,Americas,https://water2.energy/ventures/,,,,,,L100000500520,G100000501501,https://www.gem.wiki/Surry_Green_Energy_Center_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry Green Energy Center nuclear power plant,6,,,250.0,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,announced,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,small modular reactor,https://www.powermag.com/hydrogen-production-smrs-touted-for-virginia-data-center-hub/,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1667000,-76.6852000,exact,,Surry County,,Virginia,Northern America,Americas,https://water2.energy/ventures/,,,,,,L100000500520,G100000501502,https://www.gem.wiki/Surry_Green_Energy_Center_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry nuclear power plant,1,,,890.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,WH 3LP (DRYSUB),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,1968-06-25,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,1972-07-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,1972-07-04,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,1972-12-22,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,,,,,,Dominion Resources INC [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,,Dominion Energy,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,,838,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,788,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,2587,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=631,,,37.1661000,-76.6986000,exact,,Surry County,,Virginia,Northern America,Americas,https://datasets.wri.org/dataset/globalpowerplantdatabase,36113,20743,World Resources Institute: USA0003806,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500151,G100000500341,https://www.gem.wiki/Surry_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry nuclear power plant,2,,,890.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,WH 3LP (DRYSUB),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,1968-06-25,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,1973-03-07,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,1973-03-10,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,1973-05-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,,,,,,Dominion Resources INC [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,,Dominion Energy,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,,838,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,788,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,2587,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=632,,,37.1661000,-76.6986000,exact,,Surry County,,Virginia,Northern America,Americas,https://datasets.wri.org/dataset/globalpowerplantdatabase,36113,20744,World Resources Institute: USA0003806,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500151,G100000500342,https://www.gem.wiki/Surry_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry nuclear power plant,3,,,859.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,pressurized water reactor,https://www.world-nuclear-news.org/NN-Toshiba-scraps-project-to-build-ABWRs-in-Texas-3105184.html,unknown,,,,,,,,,,,,,1977,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,Virginia Electric and Power Co [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,37.1661000,-76.6986000,exact,,Surry County,,Virginia,Northern America,Americas,https://datasets.wri.org/dataset/globalpowerplantdatabase,36113,20745,World Resources Institute: USA0003806,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500151,G100000501468,https://www.gem.wiki/Surry_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Surry nuclear power plant,4,,,859.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,pressurized water reactor,https://www.world-nuclear-news.org/NN-Toshiba-scraps-project-to-build-ABWRs-in-Texas-3105184.html,unknown,,,,,,,,,,,,,1977,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,Virginia Electric and Power Co [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,,,,37.1661000,-76.6986000,exact,,Surry County,,Virginia,Northern America,Americas,https://datasets.wri.org/dataset/globalpowerplantdatabase,36113,20746,World Resources Institute: USA0003806,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500151,G100000501469,https://www.gem.wiki/Surry_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Susquehanna nuclear power plant,1,,,1330.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,boiling water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,BWR-4 (Mark 2),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,1973-11-02,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,1982-09-10,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,1982-11-16,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,1983-06-08,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,,,,,,PPL CORP (former Pennsylvania Power & Light CO (PP&L)) [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,,PPL Susquehanna LLC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,,1257,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,1065,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,3952,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=696,,,41.0919000,-76.1462000,exact,,Luzerne County,,Pennsylvania,Northern America,Americas,https://datasets.wri.org/dataset/globalpowerplantdatabase,29956,20749,World Resources Institute: USA0006103,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500013,G100000500026,https://www.gem.wiki/Susquehanna_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Susquehanna nuclear power plant,2,,,1330.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,boiling water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,BWR-4 (Mark 2),https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,1973-11-02,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,1984-05-08,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,1984-07-03,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,1985-02-12,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,,,,,,PPL CORP (former Pennsylvania Power & Light CO (PP&L)) [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,,PPL Susquehanna LLC,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,,1257,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,1065,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,3952,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=697,,,41.0919000,-76.1462000,exact,,Luzerne County,,Pennsylvania,Northern America,Americas,https://datasets.wri.org/dataset/globalpowerplantdatabase,29956,20750,World Resources Institute: USA0006103,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500013,G100000500027,https://www.gem.wiki/Susquehanna_nuclear_power_plant
2024-05-09,no changes,Ye Huang,North Korea,Taechon nuclear power plant,--,,,200.0,https://world-nuclear.org/information-library/country-profiles/others/emerging-nuclear-energy-countries.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/others/emerging-nuclear-energy-countries.aspx,gas-cooled reactor,https://www.armscontrolwonk.com/archive/502504/why-does-north-korea-have-a-gas-graphite-reactor/,unknown,,1989,https://www.nti.org/education-center/facilities/taecheon-200mwe-nuclear-reactor/,,,,,,,,,,1994,https://www.nti.org/education-center/facilities/taecheon-200mwe-nuclear-reactor/,,,,,,,,,,,800,https://world-nuclear.org/information-library/country-profiles/others/emerging-nuclear-energy-countries.aspx,,,39.9277000,125.5694000,exact,,Taechon County,,North Pyongan,Eastern Asia,Asia,https://www.38north.org/2019/06/taechon061419/,1022692,1150997,,,,L100000500430,G100000501232,https://www.gem.wiki/Taechon_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Taipingling nuclear power plant,1-1,太平岭核电站,Huizhou nuclear power plant,1200.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1084,construction,"https://www.cnnpn.cn/article/40917.html, https://www.china5e.com/news/news-1135003-1.html",pressurized water reactor,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,HPR-1000,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1084,2019-12-26,"https://baijiahao.baidu.com/s?id=1733942441406783191&wfr=spider&for=pc, https://www.caea.gov.cn/n6760340/n6760356/c6827169/content.html",,,,,2025,https://news.bjx.com.cn/html/20220803/1245845.shtml,,,,,,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/702b730a9c2247b3641dc4183aef871b.html,中国广核集团有限公司,CGN Huizhou Nuclear Power CO LTD,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk11/201912/t20191230_753380.html,中广核惠州核电有限公司,1116,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1084,1116,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1084,3190,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1084,,,22.6943850,114.9845220,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,1128869,1299522,,,,L100000500357,G100000500976,https://www.gem.wiki/Taipingling_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Taipingling nuclear power plant,1-2,太平岭核电站,Huizhou nuclear power plant,1200.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1091,construction,"http://finance.people.com.cn/n1/2022/0926/c1004-32533629.html, http://www.sasac.gov.cn/n2588025/n2588124/c30296636/content.html",pressurized water reactor,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,HPR-1000,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1091,2020-10-17,http://zjej.ihwrm.com/index/article/articleinfo.html?doc_id=3508334,,,,,2025,https://news.bjx.com.cn/html/20220803/1245845.shtml,,,,,,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/702b730a9c2247b3641dc4183aef871b.html,中国广核集团有限公司,CGN Huizhou Nuclear Power CO LTD,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk11/201912/t20191230_753380.html,中广核惠州核电有限公司,1116,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1091,1116,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1091,3190,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=1091,,,22.6943850,114.9845220,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,1128869,1299523,,,,L100000500357,G100000500977,https://www.gem.wiki/Taipingling_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Taipingling nuclear power plant,2-3,太平岭核电站,Huizhou nuclear power plant,1150.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,pre-construction,"https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf, https://baijiahao.baidu.com/s?id=1786686645291603163&wfr=spider&for=pc",pressurized water reactor,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,HPR-1000,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,,,2023,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,,,2028,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,,,,,,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/702b730a9c2247b3641dc4183aef871b.html,中国广核集团有限公司,CGN Huizhou Nuclear Power CO LTD,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk11/201912/t20191230_753380.html,中广核惠州核电有限公司,,,,,,,,,22.6943850,114.9845220,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,1128869,1317241,,,,L100000500357,G100000500978,https://www.gem.wiki/Taipingling_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Taipingling nuclear power plant,2-4,太平岭核电站,Huizhou nuclear power plant,1150.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,pre-construction,"https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf, https://baijiahao.baidu.com/s?id=1786686645291603163&wfr=spider&for=pc",pressurized water reactor,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,HPR-1000,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,,,2024,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,,,,,,,,,,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/702b730a9c2247b3641dc4183aef871b.html,中国广核集团有限公司,CGN Huizhou Nuclear Power CO LTD,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk11/201912/t20191230_753380.html,中广核惠州核电有限公司,,,,,,,,,22.6943850,114.9845220,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,1128869,1317242,,,,L100000500357,G100000500979,https://www.gem.wiki/Taipingling_nuclear_power_plant
2024-05-07,no changes,Ye Huang,China,Taipingling nuclear power plant,3-5,太平岭核电站,Huizhou nuclear power plant,1150.0,https://pdf.dfcfw.com/pdf/H3_AP201803091101386344_1.pdf?1601214432000.pdf,announced,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,pressurized water reactor,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,HPR-1000,https://www.163.com/dy/article/IQQRMRPB0514R9KQ.html,,,,,,,,,,,,,,China General Nuclear Power Group Co Ltd [100%],https://www.qcc.com/firm/702b730a9c2247b3641dc4183aef871b.html,中国广核集团有限公司,CGN Huizhou Nuclear Power CO LTD,https://www.mee.gov.cn/xxgk2018/xxgk/xxgk11/201912/t20191230_753380.html,中广核惠州核电有限公司,,,,,,,,,22.6943850,114.9845220,exact,Huangbu,Huidong,Huizhou,Guangdong,Eastern Asia,Asia,https://www.mee.gov.cn/ywdt/gsgg/gongshi/wqgs_1/202112/W020220111413721601666.pdf,1128869,1317243,,,,L100000500357,G100000500980,https://www.gem.wiki/Taipingling_nuclear_power_plant
