Date Last Researched,Research Status,Researcher,Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Capacity [ref],Status,Status [ref],Reactor Type,Reactor Type [ref],Model,Model [ref],Construction Start Date,Construction Start Date [ref],First Criticality Date,First Criticality Date [ref],First Grid Connection,First Grid Connection [ref],Commercial Operation Date,Commercial Operation Date [ref],Retirement Date,Retirement Date [ref],Planned Retirement,Cancellation Year,Cancellation Year [ref],Owner,Owner [ref],Owner Name in Local Language / Script,Operator,Operator [ref],Operator Name in Local Language / Script,Reference Net Capacity (MW),Reference Net Capacity (MW) [ref],Design Net Capacity (MW),Design Net Capacity (MW) [ref],Thermal Capacity (MWt),Thermal Capacity (MWt) [ref],Employment Notes,Employment Notes [ref],Latitude,Longitude,Location Accuracy,City,"Local Area (taluk, county)","Major Area (prefecture, district)",State/Province,Subregion,Region,Location [ref],WEPP location ID,WEPP unit ID,Other IDs (location),Other IDs (unit),Internal Notes,GEM location ID,GEM unit ID,Wiki URL
2024-05-09,no changes,Vanessa Levy,Switzerland,Beznau nuclear power plant,2,,,380.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,WH 2LP,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,1968-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,1971-10-16,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,1971-10-23,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,1972-03-04,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,,,,,,Kernkraftwerk Beznau Ch-5312 Döttingen [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,,Kernkraftwerk Beznau Ch-5312 Döttingen,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,,365,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,350,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,1130,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=57,,,47.5520000,8.2281000,exact,,Bezirk Zurzach,,Aargau,Western Europe,Europe,https://goo.gl/maps/CX2vtpcMaYft3CwN8,"1024252, 1074725",1105501,World Resources Institute: WRI1004271,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500207,G100000500505,https://www.gem.wiki/Beznau_nuclear_power_plant
2024-05-09,no changes,Vanessa Levy,Switzerland,Beznau nuclear power plant,3,,,1600.0,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,cancelled,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,unknown,,unknown,,,,,,,,,,,,,2011,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx,,,,,,,,,,,,,,,47.5520000,8.2281000,exact,,Bezirk Zurzach,,Aargau,Western Europe,Europe,"https://goo.gl/maps/CX2vtpcMaYft3CwN8,https://world-nuclear.org/information-library/country-profiles/countries-o-s/switzerland.aspx","1024252, 1074725",1210407,World Resources Institute: WRI1004271,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape",L100000500207,G100000501291,https://www.gem.wiki/Beznau_nuclear_power_plant
2024-05-20,added,Ye Huang,India,Bhimpur nuclear power plant,1,,,700.0,https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519,cancelled - inferred 4 y,,pressurized heavy water reactor,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,PHWR-700,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9054060,77.5419720,approximate,Bhimpur,Bhimpur Tehsil,Betul District,Madhya Pradesh,Southern Asia,Asia,https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519,,,,,,L100001016302,G100001017751,https://www.gem.wiki/Bhimpur_nuclear_power_plant
2024-05-20,added,Ye Huang,India,Bhimpur nuclear power plant,2,,,700.0,"https://www.barc.gov.in/ebooks/9789356590526/paper08.pdf, https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519, https://www.energyportal.in/nuclear/green-field-sites-for-nuclear-power-plants",cancelled - inferred 4 y,,pressurized heavy water reactor,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,PHWR-700,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9054060,77.5419720,approximate,Bhimpur,Bhimpur Tehsil,Betul District,Madhya Pradesh,Southern Asia,Asia,https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519,,,,,,L100001016302,G100001017752,https://www.gem.wiki/Bhimpur_nuclear_power_plant
2024-05-20,added,Ye Huang,India,Bhimpur nuclear power plant,3,,,700.0,"https://www.barc.gov.in/ebooks/9789356590526/paper08.pdf, https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519, https://www.energyportal.in/nuclear/green-field-sites-for-nuclear-power-plants",cancelled - inferred 4 y,,pressurized heavy water reactor,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,PHWR-700,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9054060,77.5419720,approximate,Bhimpur,Bhimpur Tehsil,Betul District,Madhya Pradesh,Southern Asia,Asia,https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519,,,,,,L100001016302,G100001017753,https://www.gem.wiki/Bhimpur_nuclear_power_plant
2024-05-20,added,Ye Huang,India,Bhimpur nuclear power plant,4,,,700.0,"https://www.barc.gov.in/ebooks/9789356590526/paper08.pdf, https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519, https://www.energyportal.in/nuclear/green-field-sites-for-nuclear-power-plants",cancelled - inferred 4 y,,pressurized heavy water reactor,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,PHWR-700,https://world-nuclear.org/information-library/country-profiles/countries-g-n/india,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9054060,77.5419720,approximate,Bhimpur,Bhimpur Tehsil,Betul District,Madhya Pradesh,Southern Asia,Asia,https://pib.gov.in/newsite/PrintRelease.aspx?relid=177519,,,,,,L100001016302,G100001017754,https://www.gem.wiki/Bhimpur_nuclear_power_plant
2024-05-14,no changes,Vanessa Levy,Germany,Biblis nuclear power plant,A,,KWB,1225.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,unknown,,1970-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,1974-07-16,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,1974-08-25,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,1975-02-26,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,2011-08-06,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,,,,RWE Power AG [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,,RWE Power,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,,1167,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,1146,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,3517,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=85,,,49.7093000,8.4148000,exact,,Kreis Bergstraße,,Hesse,Western Europe,Europe,https://goo.gl/maps/B2pxyct9ziyE2hcA7,1027625,1105884,,,"Phase A: Auto-scrape

Phase B: Auto-scrape",L100000500042,G100000500092,https://www.gem.wiki/Biblis_nuclear_power_plant
2024-05-14,no changes,Vanessa Levy,Germany,Biblis nuclear power plant,B,,KWB,1300.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,unknown,,1972-02-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,1976-03-25,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,1976-04-25,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,1977-01-31,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,2011-08-06,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,,,,RWE Power AG [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,,RWE Power,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,,1240,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,1178,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,3733,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=91,,,49.7093000,8.4148000,exact,,Kreis Bergstraße,,Hesse,Western Europe,Europe,https://goo.gl/maps/B2pxyct9ziyE2hcA7,1027625,1105885,,,"Phase A: Auto-scrape

Phase B: Auto-scrape",L100000500042,G100000500074,https://www.gem.wiki/Biblis_nuclear_power_plant
2024-05-24,no changes,Janna Smith,United States,Big Rock Point nuclear power plant,--,,,71.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,boiling water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,unknown,,1960-05-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,1962-09-27,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,1962-12-08,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,1963-03-29,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,1997-08-29,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,,,,Consumers Power CO [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,,Consumers Power CO,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,,67,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,72,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,240,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=601,,,45.3576000,-85.2002000,exact,,Charlevoix County,,Michigan,Northern America,Americas,"https://www.hmdb.org/m.asp?m=97483, https://www.nrc.gov/info-finder/decommissioning/power-reactor/big-rock-point.html",17511,1811,,,Phase --: Auto-scrape,L100000500245,G100000500590,https://www.gem.wiki/Big_Rock_Point_nuclear_power_plant
2024-05-13,no changes,Vanessa Levy,Russia,Bilibino nuclear power plant,1,,,12.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,retired,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,light water graphite reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,EGP-6,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,1970-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,1973-12-11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,1974-01-12,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,1974-04-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,2019-01-14,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,,,,Rosatom [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,,Rosenergoatom,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,62,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=467,,,68.0503000,166.5389000,exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,https://datasets.wri.org/dataset/globalpowerplantdatabase,1022695,1105954,World Resources Institute: WRI1003671,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500258,G100000500606,https://www.gem.wiki/Bilibino_nuclear_power_plant
2024-05-13,no changes,Vanessa Levy,Russia,Bilibino nuclear power plant,2,,,12.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,light water graphite reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,EGP-6,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,1970-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,1974-12-07,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,1974-12-30,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,1975-02-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,,,,,,Rosatom [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,,Rosenergoatom,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,62,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=468,,,68.0503000,166.5389000,exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,https://datasets.wri.org/dataset/globalpowerplantdatabase,1022695,1105955,World Resources Institute: WRI1003671,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500258,G100000500607,https://www.gem.wiki/Bilibino_nuclear_power_plant
2024-05-13,no changes,Vanessa Levy,Russia,Bilibino nuclear power plant,3,,,12.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,light water graphite reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,EGP-6,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,1970-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,1975-12-06,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,1975-12-22,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,1976-02-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,,,,,,Rosatom [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,,Rosenergoatom,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,62,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=469,,,68.0503000,166.5389000,exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,https://datasets.wri.org/dataset/globalpowerplantdatabase,1022695,1105956,World Resources Institute: WRI1003671,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500258,G100000500608,https://www.gem.wiki/Bilibino_nuclear_power_plant
2024-05-13,no changes,Vanessa Levy,Russia,Bilibino nuclear power plant,4,,,12.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,light water graphite reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,EGP-6,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,1970-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,1976-12-12,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,1976-12-27,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,1977-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,,,,,,Rosatom [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,,Rosenergoatom,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,11,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,62,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=470,,,68.0503000,166.5389000,exact,,Bilibinsky District,,Chukotka Autonomous Okrug,Eastern Europe,Europe,https://datasets.wri.org/dataset/globalpowerplantdatabase,1022695,1105957,World Resources Institute: WRI1003671,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500258,G100000500609,https://www.gem.wiki/Bilibino_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Black Fox nuclear power plant,1,,,1150.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,boiling water reactor,http://www.newson6.com/story/5e3660f32f69d76f62074a0f/rogers-county-woman-who-fought-black-fox-plant-left-lasting-legacy,unknown,,,,,,,,,,,,,1982,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,Public Service Company of Oklahoma [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,Public Service Company of Oklahoma,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,36.1161000,-95.5499000,exact,,Rogers County,,Oklahoma,Northern America,Americas,https://www.osti.gov/servlets/purl/5433250/,58871,35663,,,,L100000500467,G100000501345,https://www.gem.wiki/Black_Fox_nuclear_power_plant
2024-05-29,no changes,Janna Smith,United States,Black Fox nuclear power plant,2,,,1150.0,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,cancelled,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,boiling water reactor,http://www.newson6.com/story/5e3660f32f69d76f62074a0f/rogers-county-woman-who-fought-black-fox-plant-left-lasting-legacy,unknown,,,,,,,,,,,,,1982,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,Public Service Company of Oklahoma [100%],https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,Public Service Company of Oklahoma,https://web.archive.org/web/20091009033233/http://tonto.eia.doe.gov/ftproot/nuclear/043697.pdf,,,,,,,,,,36.1161000,-95.5499000,exact,,Rogers County,,Oklahoma,Northern America,Americas,https://www.osti.gov/servlets/purl/5433250/,58871,35664,,,,L100000500467,G100000501346,https://www.gem.wiki/Black_Fox_nuclear_power_plant
2024-05-15,no changes,Vanessa Levy,France,Blayais nuclear power plant,1,,,951.0,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,operating,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,pressurized water reactor,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,CP1,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,1977-01-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,1981-05-20,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,1981-06-12,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,1981-12-01,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,,,,,,Electricité de France SA [100%],https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,Électricité de France,Electricité de France,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,Électricité de France,910,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,910,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,2785,https://pris.iaea.org/PRIS/CountryStatistics/ReactorDetails.aspx?current=187,,,45.2560000,-0.6932000,exact,,Gironde,,Nouvelle-Aquitaine,Western Europe,Europe,https://goo.gl/maps/5PUHtb3oVBCaG5637,1014665,1106250,World Resources Institute: WRI1002694,,"Phase 1: Auto-scrape

Phase 2: Auto-scrape

Phase 3: Auto-scrape

Phase 4: Auto-scrape",L100000500134,G100000500293,https://www.gem.wiki/Blayais_nuclear_power_plant
